event_id,transaction_id,account_id,protocol_id,event_type,token_id,amount,collateral_amount,debt_amount,timestamp
1405,2524,914,1,BORROW,2,5222.085545,12007.3572043641,5222.085545,2025-01-24 01:39:35
1406,2526,745,4,BORROW,3,1824.138153,4213.4338678945,1824.138153,2025-01-24 02:13:03
1407,2529,941,4,DEPOSIT,5,6401.519257,6401.519257,,2025-01-24 03:03:43
1408,2532,811,4,REPAY,5,8874.019479,,8874.019479,2025-01-24 03:35:43
1409,2533,999,2,BORROW,3,4379.379697,10679.2301353973,4379.379697,2025-01-24 03:47:14
1410,2534,831,2,REPAY,2,38.961899,,38.961899,2025-01-24 04:13:44
1411,2536,565,2,WITHDRAW,5,9079.278221,,,2025-01-24 04:26:55
1412,2538,667,2,REPAY,4,2.497568,,2.497568,2025-01-24 04:38:41
1413,2539,73,2,REPAY,5,206.724238,,206.724238,2025-01-24 04:54:38
1414,2541,384,3,LIQUIDATION,5,1171.983898,1359.586839893,1171.983898,2025-01-24 05:20:11
1415,2542,627,4,REPAY,3,799.71021,,799.71021,2025-01-24 05:36:27
1416,2543,73,1,WITHDRAW,3,6112.765415,,,2025-01-24 05:45:53
1417,2544,368,2,BORROW,2,9012.224858,11038.5185821328,9012.224858,2025-01-24 06:22:57
1418,2547,236,2,REPAY,4,1366.680999,,1366.680999,2025-01-24 06:50:15
1419,2548,874,4,REPAY,1,154.009368,,154.009368,2025-01-24 06:57:49
1420,2549,268,4,WITHDRAW,4,8685.067992,,,2025-01-24 07:08:01
1421,2551,812,2,WITHDRAW,5,3539.514684,,,2025-01-24 07:49:48
1422,2553,596,2,DEPOSIT,4,712.599102,712.599102,,2025-01-24 08:32:05
1423,2559,650,2,REPAY,2,1039.573079,,1039.573079,2025-01-24 08:57:22
1424,2561,508,3,DEPOSIT,3,1305.795874,1305.795874,,2025-01-24 09:45:34
1425,2563,241,3,REPAY,4,1090.983026,,1090.983026,2025-01-24 10:02:45
1426,2565,476,4,BORROW,1,3839.951301,5633.2789732268,3839.951301,2025-01-24 10:26:49
1427,2566,783,4,DEPOSIT,5,7155.99011,7155.99011,,2025-01-24 10:40:26
1428,2570,420,4,WITHDRAW,1,8284.709082,,,2025-01-24 10:58:48
1429,2580,994,2,BORROW,1,3020.947111,6235.2239635667,3020.947111,2025-01-24 13:35:24
1430,2585,676,4,DEPOSIT,1,2450.296653,2450.296653,,2025-01-24 14:11:04
1431,2586,792,3,WITHDRAW,4,6011.185152,,,2025-01-24 14:28:14
1432,2587,655,1,REPAY,2,6016.1164,,6016.1164,2025-01-24 14:40:02
1433,2589,108,1,DEPOSIT,1,5121.459263,5121.459263,,2025-01-24 15:14:44
1434,2591,475,4,BORROW,1,663.008046,1583.4818036571,663.008046,2025-01-24 15:40:56
1435,2592,472,3,DEPOSIT,2,8884.111165,8884.111165,,2025-01-24 15:58:28
1436,2593,996,2,WITHDRAW,3,3805.6258,,,2025-01-24 16:22:55
1437,2595,254,1,DEPOSIT,2,7842.753015,7842.753015,,2025-01-24 16:40:10
1438,2598,987,3,DEPOSIT,5,2708.645433,2708.645433,,2025-01-24 17:13:14
1439,2599,547,3,LIQUIDATION,3,14942.329099,17459.6063187663,14942.329099,2025-01-24 17:26:49
1440,2601,595,2,DEPOSIT,1,7992.731873,7992.731873,,2025-01-24 17:58:34
1441,2605,288,4,REPAY,4,738.274142,,738.274142,2025-01-24 18:59:36
1442,2610,363,1,DEPOSIT,1,7559.104143,7559.104143,,2025-01-24 20:02:50
1443,2612,140,2,DEPOSIT,3,1252.508168,1252.508168,,2025-01-24 20:43:48
1444,2613,381,3,LIQUIDATION,2,12779.169347,11158.1388522803,12779.169347,2025-01-24 21:02:27
1445,2615,512,3,REPAY,4,842.39895,,842.39895,2025-01-24 21:08:40
1446,2616,918,1,REPAY,4,0.279913,,0.279913,2025-01-24 21:25:57
1447,2617,727,4,DEPOSIT,2,7296.181431,7296.181431,,2025-01-24 21:34:24
1448,2618,955,2,WITHDRAW,2,6001.016061,,,2025-01-24 21:40:43
1449,2621,980,2,REPAY,1,5604.269302,,5604.269302,2025-01-24 21:58:35
1450,2622,166,3,BORROW,3,5917.859102,7680.6607137402,5917.859102,2025-01-24 22:08:14
1451,2623,971,4,BORROW,4,4867.039769,9514.8096194174,4867.039769,2025-01-24 22:14:34
1452,2624,326,4,REPAY,2,7.452987,,7.452987,2025-01-24 22:19:02
1453,2627,714,4,WITHDRAW,5,9712.794308,,,2025-01-24 23:23:02
1454,2633,155,4,LIQUIDATION,5,1145.055268,1067.0762107109,1145.055268,2025-01-25 00:05:22
1455,2634,125,3,WITHDRAW,3,1808.07698,,,2025-01-25 00:13:02
1456,2636,929,3,DEPOSIT,4,1158.728137,1158.728137,,2025-01-25 00:51:50
1457,2637,203,1,REPAY,5,377.847362,,377.847362,2025-01-25 00:55:11
1458,2639,526,4,REPAY,3,3319.086772,,3319.086772,2025-01-25 01:08:54
1459,2642,440,3,REPAY,1,399.464616,,399.464616,2025-01-25 02:08:37
1460,2643,941,1,REPAY,3,6048.149531,,6048.149531,2025-01-25 02:08:48
1461,2646,574,3,DEPOSIT,5,5333.655374,5333.655374,,2025-01-25 02:35:14
1462,2647,770,4,LIQUIDATION,4,2675.75936,2940.3784846341,2675.75936,2025-01-25 02:37:57
1463,2648,297,3,DEPOSIT,4,2174.097083,2174.097083,,2025-01-25 02:42:23
1464,2649,286,4,WITHDRAW,1,7407.946292,,,2025-01-25 02:59:13
1465,2654,75,3,REPAY,1,3204.617305,,3204.617305,2025-01-25 04:54:28
1466,2656,595,3,DEPOSIT,1,9169.564959,9169.564959,,2025-01-25 05:06:17
1467,2657,621,1,BORROW,3,8229.421184,17975.3054160258,8229.421184,2025-01-25 05:13:26
1468,2659,696,1,WITHDRAW,4,7366.306686,,,2025-01-25 05:22:34
1469,2661,751,3,DEPOSIT,4,8918.454404,8918.454404,,2025-01-25 05:43:59
1470,2662,85,2,DEPOSIT,4,5042.302281,5042.302281,,2025-01-25 05:54:38
1471,2663,82,3,DEPOSIT,1,2557.117317,2557.117317,,2025-01-25 06:43:29
1472,2667,855,1,WITHDRAW,2,3147.292146,,,2025-01-25 07:20:09
1473,2668,842,1,WITHDRAW,2,2901.788627,,,2025-01-25 07:38:38
1474,2670,273,4,BORROW,4,3966.818992,8178.6933815426,3966.818992,2025-01-25 07:51:10
1475,2671,858,1,BORROW,1,4078.506903,9208.8580955371,4078.506903,2025-01-25 08:03:54
1476,2672,669,4,WITHDRAW,4,9322.811703,,,2025-01-25 08:08:46
1477,2676,146,1,BORROW,4,6900.696531,15800.7269746133,6900.696531,2025-01-25 09:53:04
1478,2680,248,1,WITHDRAW,1,8011.703941,,,2025-01-25 11:07:00
1479,2682,584,1,BORROW,3,2837.153088,5876.8073739442,2837.153088,2025-01-25 11:27:25
1480,2683,355,3,WITHDRAW,2,737.851026,,,2025-01-25 11:46:42
1481,2686,551,2,REPAY,4,264.706053,,264.706053,2025-01-25 12:15:57
1482,2687,615,4,REPAY,1,22.035764,,22.035764,2025-01-25 12:32:52
1483,2688,482,2,WITHDRAW,5,3939.410305,,,2025-01-25 12:35:49
1484,2690,908,2,REPAY,1,3106.810468,,3106.810468,2025-01-25 12:44:30
1485,2692,857,4,BORROW,5,1672.569859,3129.3220795994,1672.569859,2025-01-25 13:03:25
1486,2693,821,1,LIQUIDATION,1,820.206873,816.3115594693,820.206873,2025-01-25 13:07:16
1487,2694,392,4,REPAY,3,4959.242507,,4959.242507,2025-01-25 13:20:22
1488,2695,436,2,DEPOSIT,2,9854.257089,9854.257089,,2025-01-25 13:24:33
1489,2697,322,3,BORROW,5,748.903075,1760.577290933,748.903075,2025-01-25 14:29:01
1490,2698,906,1,REPAY,3,4380.187461,,4380.187461,2025-01-25 14:32:19
1491,2699,615,1,REPAY,2,69.534337,,69.534337,2025-01-25 15:01:48
1492,2700,477,3,BORROW,3,138.703909,303.0040026561,138.703909,2025-01-25 15:20:30
1493,2702,951,4,BORROW,4,6333.037868,13545.8800544003,6333.037868,2025-01-25 15:32:22
1494,2703,264,4,BORROW,1,1360.010559,3209.8588666881,1360.010559,2025-01-25 16:26:26
1495,2704,318,1,REPAY,4,633.728451,,633.728451,2025-01-25 16:45:34
1496,2706,143,2,REPAY,1,3050.333464,,3050.333464,2025-01-25 16:53:59
1497,2707,584,4,LIQUIDATION,2,2837.153088,2731.4807656279,2837.153088,2025-01-25 17:08:37
1498,2708,628,3,REPAY,2,4646.227733,,4646.227733,2025-01-25 17:10:45
1499,2709,853,1,WITHDRAW,5,2218.262457,,,2025-01-25 17:22:14
1500,2711,90,1,WITHDRAW,1,4220.009916,,,2025-01-25 17:29:11
1501,2712,949,1,WITHDRAW,3,468.122941,,,2025-01-25 17:41:56
1502,2713,404,3,REPAY,3,287.583968,,287.583968,2025-01-25 17:48:30
1503,2716,521,4,BORROW,5,9225.233077,18837.9085056711,9225.233077,2025-01-25 17:58:26
1504,2718,682,3,DEPOSIT,2,5149.644856,5149.644856,,2025-01-25 18:21:35
1505,2720,317,3,DEPOSIT,2,2749.434758,2749.434758,,2025-01-25 18:31:46
1506,2723,528,4,DEPOSIT,4,5693.125161,5693.125161,,2025-01-25 19:44:24
1507,2725,235,2,REPAY,3,9.836496,,9.836496,2025-01-25 19:55:27
1508,2729,48,2,REPAY,4,1512.696404,,1512.696404,2025-01-25 20:47:34
1509,2730,798,3,BORROW,2,8935.67054,11247.4781716196,8935.67054,2025-01-25 21:26:46
1510,2732,472,3,DEPOSIT,5,1989.384062,1989.384062,,2025-01-25 21:31:33
1511,2734,311,4,BORROW,4,6114.905552,10166.2816142716,6114.905552,2025-01-25 21:40:17
1512,2735,701,3,DEPOSIT,5,2111.512496,2111.512496,,2025-01-25 22:04:57
1513,2736,762,3,REPAY,5,2506.701107,,2506.701107,2025-01-25 22:08:02
1514,2737,170,4,DEPOSIT,4,5659.998698,5659.998698,,2025-01-25 22:18:08
1515,2738,797,2,BORROW,4,4929.632066,6389.2839181655,4929.632066,2025-01-25 22:48:59
1516,2740,182,4,BORROW,3,4220.257041,6928.3224975677,4220.257041,2025-01-25 23:06:02
1517,2742,765,2,REPAY,4,1568.301533,,1568.301533,2025-01-25 23:51:10
1518,2743,773,3,DEPOSIT,5,843.013639,843.013639,,2025-01-25 23:58:10
1519,2746,481,2,REPAY,2,4987.415324,,4987.415324,2025-01-26 00:19:33
1520,2747,994,2,BORROW,2,9310.760895,13618.58669517,9310.760895,2025-01-26 00:34:47
1521,2751,116,2,REPAY,1,65.096756,,65.096756,2025-01-26 01:20:13
1522,2752,409,1,DEPOSIT,1,6994.570909,6994.570909,,2025-01-26 01:38:00
1523,2753,770,3,WITHDRAW,4,8430.523292,,,2025-01-26 01:49:30
1524,2754,962,3,REPAY,2,6.06595,,6.06595,2025-01-26 02:11:13
1525,2755,493,3,BORROW,1,2918.314217,5341.2621498583,2918.314217,2025-01-26 02:40:32
1526,2756,117,4,REPAY,5,32.161403,,32.161403,2025-01-26 02:58:43
1527,2757,928,1,BORROW,3,561.211619,892.475081943,561.211619,2025-01-26 03:04:31
1528,2761,890,1,BORROW,2,2280.401351,4884.2539957537,2280.401351,2025-01-26 04:30:25
1529,2763,776,1,LIQUIDATION,4,556.018447,474.0437143161,556.018447,2025-01-26 04:45:28
1531,2766,630,2,REPAY,3,132.642476,,132.642476,2025-01-26 04:56:50
1532,2767,811,1,REPAY,3,42.606695,,42.606695,2025-01-26 05:20:06
1533,2768,328,3,BORROW,3,1721.784759,3791.1846172511,1721.784759,2025-01-26 05:24:42
1534,2769,239,4,REPAY,4,368.471603,,368.471603,2025-01-26 05:31:41
1535,2773,242,2,REPAY,1,18.331433,,18.331433,2025-01-26 06:11:19
1536,2775,66,3,BORROW,4,8573.02383,15502.176635006,8573.02383,2025-01-26 06:46:22
1537,2776,472,3,BORROW,4,5453.61456,10727.1218394865,5453.61456,2025-01-26 06:51:39
1538,2777,447,1,REPAY,2,901.669199,,901.669199,2025-01-26 07:16:46
1539,2778,58,3,DEPOSIT,1,6350.852278,6350.852278,,2025-01-26 07:22:35
1540,2782,314,4,WITHDRAW,4,7586.240036,,,2025-01-26 08:20:59
1541,2783,569,2,BORROW,3,3122.803479,5239.1232200258,3122.803479,2025-01-26 08:23:52
1542,2786,898,4,REPAY,3,19.125562,,19.125562,2025-01-26 09:08:41
1543,2787,262,2,LIQUIDATION,5,4471.477812,3627.437234041,4471.477812,2025-01-26 09:10:37
1544,2788,201,4,DEPOSIT,3,2868.956297,2868.956297,,2025-01-26 09:24:51
1545,2792,873,3,REPAY,2,69.137461,,69.137461,2025-01-26 11:09:10
1546,2793,95,3,DEPOSIT,3,1778.756164,1778.756164,,2025-01-26 11:14:35
1547,2794,819,2,REPAY,2,1413.989287,,1413.989287,2025-01-26 11:24:16
1548,2795,373,3,LIQUIDATION,1,15623.164198,17155.8110785928,15623.164198,2025-01-26 11:25:30
1549,2796,151,4,BORROW,1,3461.386246,7558.656434638,3461.386246,2025-01-26 11:27:47
1550,2797,582,1,DEPOSIT,2,6321.446797,6321.446797,,2025-01-26 11:35:10
1551,2798,641,1,REPAY,5,2904.817827,,2904.817827,2025-01-26 11:47:44
1552,2799,932,2,DEPOSIT,5,9021.73381,9021.73381,,2025-01-26 11:50:24
1553,2802,268,2,WITHDRAW,1,8567.755057,,,2025-01-26 13:09:55
1554,2803,704,2,REPAY,4,2362.253945,,2362.253945,2025-01-26 13:31:30
1555,2804,516,4,BORROW,3,9798.953376,22200.2554491738,9798.953376,2025-01-26 13:45:15
1556,2805,548,2,WITHDRAW,4,3092.299744,,,2025-01-26 13:47:58
1557,2807,642,1,REPAY,3,173.115371,,173.115371,2025-01-26 14:11:41
1558,2809,449,1,BORROW,5,1113.514949,2489.1554756249,1113.514949,2025-01-26 14:34:16
1559,2810,745,1,REPAY,1,1676.012153,,1676.012153,2025-01-26 14:45:34
1560,2811,493,4,LIQUIDATION,5,2918.314217,2903.7771585944,2918.314217,2025-01-26 14:47:22
1561,2813,632,4,REPAY,1,1972.526336,,1972.526336,2025-01-26 14:57:04
1562,2816,723,3,WITHDRAW,1,5792.364242,,,2025-01-26 15:58:51
1563,2817,330,3,REPAY,5,291.424799,,291.424799,2025-01-26 15:59:56
1564,2820,103,3,REPAY,5,5283.615926,,5283.615926,2025-01-26 16:16:29
1565,2821,288,2,REPAY,1,616.018073,,616.018073,2025-01-26 16:32:35
1566,2822,137,4,DEPOSIT,4,4261.09367,4261.09367,,2025-01-26 16:37:42
1567,2823,366,1,REPAY,4,921.925872,,921.925872,2025-01-26 16:55:30
1568,2824,90,3,BORROW,5,1382.353054,3450.9436831121,1382.353054,2025-01-26 17:31:38
1569,2825,859,1,WITHDRAW,5,8765.726797,,,2025-01-26 17:32:55
1570,2826,301,2,LIQUIDATION,3,4751.337301,4322.6291751216,4751.337301,2025-01-26 17:40:31
1571,2827,162,4,DEPOSIT,4,7640.211432,7640.211432,,2025-01-26 17:43:22
1572,2829,832,3,DEPOSIT,2,769.724834,769.724834,,2025-01-26 18:17:42
1573,2832,166,3,REPAY,4,4206.291306,,4206.291306,2025-01-26 18:28:57
1574,2833,146,3,LIQUIDATION,2,6900.696531,7510.0897432995,6900.696531,2025-01-26 18:30:24
1575,2835,425,2,REPAY,3,1010.874865,,1010.874865,2025-01-26 18:56:15
1576,2836,207,4,REPAY,4,5021.014902,,5021.014902,2025-01-26 19:30:19
1577,2837,73,1,REPAY,2,29.469605,,29.469605,2025-01-26 19:41:29
1578,2838,810,1,REPAY,4,1192.713469,,1192.713469,2025-01-26 19:46:38
1579,2839,460,4,BORROW,2,9029.147269,12565.5831878242,9029.147269,2025-01-26 19:58:31
1580,2841,252,1,BORROW,2,5095.573581,12523.8137964965,5095.573581,2025-01-26 20:46:47
1581,2843,204,1,BORROW,4,7338.496256,12054.7868283193,7338.496256,2025-01-26 21:18:38
1582,2845,427,4,BORROW,4,3180.403978,7578.4856841233,3180.403978,2025-01-26 21:33:12
1583,2846,60,1,WITHDRAW,5,6137.672105,,,2025-01-26 21:33:28
1584,2847,367,1,DEPOSIT,1,1405.70354,1405.70354,,2025-01-26 22:12:02
1585,2848,211,2,REPAY,5,958.417355,,958.417355,2025-01-26 22:13:10
1586,2849,85,3,DEPOSIT,1,9738.30905,9738.30905,,2025-01-26 22:16:39
1587,2852,448,3,WITHDRAW,4,5629.245861,,,2025-01-26 22:40:30
1588,2853,465,4,WITHDRAW,5,2499.989365,,,2025-01-26 22:59:43
1589,2855,981,4,REPAY,4,2297.88428,,2297.88428,2025-01-26 23:30:14
1590,2856,271,1,DEPOSIT,5,5921.490512,5921.490512,,2025-01-26 23:55:54
1591,2857,984,4,DEPOSIT,1,6790.196307,6790.196307,,2025-01-26 23:56:25
1592,2858,724,3,REPAY,4,498.255222,,498.255222,2025-01-27 00:10:55
1593,2860,898,4,REPAY,4,1.206694,,1.206694,2025-01-27 00:53:20
1594,2861,807,3,REPAY,4,104.884853,,104.884853,2025-01-27 00:55:03
1595,2862,463,2,DEPOSIT,5,4240.955297,4240.955297,,2025-01-27 01:25:01
1596,2863,926,1,BORROW,2,667.227881,1063.4117813162,667.227881,2025-01-27 01:27:16
1597,2866,131,3,DEPOSIT,4,3507.001792,3507.001792,,2025-01-27 01:48:43
1598,2867,296,2,DEPOSIT,2,7605.204295,7605.204295,,2025-01-27 01:54:37
1599,2868,515,1,REPAY,3,613.707893,,613.707893,2025-01-27 02:01:28
1600,2869,72,3,REPAY,1,1562.197568,,1562.197568,2025-01-27 02:01:58
1601,2870,432,1,WITHDRAW,3,5661.074862,,,2025-01-27 02:16:54
1602,2873,383,2,REPAY,5,1.692168,,1.692168,2025-01-27 02:45:38
1603,2874,582,4,DEPOSIT,3,5801.541481,5801.541481,,2025-01-27 02:46:54
1604,2875,772,2,DEPOSIT,4,861.893589,861.893589,,2025-01-27 03:01:43
1605,2876,166,4,REPAY,2,1050.27477,,1050.27477,2025-01-27 03:18:26
1606,2878,289,1,WITHDRAW,1,4883.696585,,,2025-01-27 03:26:57
1607,2880,684,2,BORROW,2,2007.216907,3945.35768632,2007.216907,2025-01-27 03:53:50
1608,2881,212,3,REPAY,4,562.740679,,562.740679,2025-01-27 04:32:35
1609,2885,83,1,REPAY,2,6345.06179,,6345.06179,2025-01-27 06:19:20
1610,2886,864,3,WITHDRAW,5,5060.702053,,,2025-01-27 06:34:29
1611,2887,576,1,WITHDRAW,1,6562.054042,,,2025-01-27 06:43:35
1612,2889,667,2,REPAY,4,6.729145,,6.729145,2025-01-27 07:25:37
1613,2891,178,2,REPAY,1,457.052053,,457.052053,2025-01-27 07:53:24
1614,2892,683,3,DEPOSIT,2,7398.997869,7398.997869,,2025-01-27 08:10:26
1615,2895,338,3,WITHDRAW,5,7956.877002,,,2025-01-27 08:39:32
1616,2897,424,1,REPAY,4,1380.074572,,1380.074572,2025-01-27 08:45:39
1617,2898,141,4,WITHDRAW,2,1094.123136,,,2025-01-27 09:23:51
1618,2899,726,2,REPAY,1,2630.425079,,2630.425079,2025-01-27 10:14:08
1619,2900,304,4,DEPOSIT,3,4807.776915,4807.776915,,2025-01-27 10:19:37
1620,2902,755,1,WITHDRAW,5,6977.42122,,,2025-01-27 10:23:09
1621,2903,455,3,REPAY,2,6104.626556,,6104.626556,2025-01-27 11:12:22
1622,2905,426,4,BORROW,2,439.942907,716.0731562156,439.942907,2025-01-27 11:40:58
1623,2906,959,1,REPAY,2,4715.977166,,4715.977166,2025-01-27 11:41:29
1624,2907,564,2,REPAY,1,1102.659053,,1102.659053,2025-01-27 11:48:08
1625,2908,873,4,WITHDRAW,2,2243.216507,,,2025-01-27 11:48:46
1626,2909,918,4,REPAY,1,0.550448,,0.550448,2025-01-27 11:54:39
1627,2910,416,2,REPAY,3,312.622179,,312.622179,2025-01-27 12:02:44
1628,2914,140,4,REPAY,4,117.404653,,117.404653,2025-01-27 12:51:53
1629,2915,917,3,BORROW,1,5205.237907,8176.6694345803,5205.237907,2025-01-27 13:37:05
1630,2917,594,4,WITHDRAW,1,2104.252616,,,2025-01-27 14:07:34
1631,2918,452,4,REPAY,3,3135.570345,,3135.570345,2025-01-27 14:13:50
1632,2921,260,1,DEPOSIT,3,1044.610412,1044.610412,,2025-01-27 15:04:07
1633,2922,202,3,DEPOSIT,1,1668.860708,1668.860708,,2025-01-27 15:04:44
1634,2927,103,2,REPAY,2,1138.144914,,1138.144914,2025-01-27 15:36:04
1635,2928,9,2,LIQUIDATION,4,399.88655,358.5575931271,399.88655,2025-01-27 15:40:52
1636,2931,722,2,WITHDRAW,5,7634.76085,,,2025-01-27 15:55:15
1637,2932,544,4,WITHDRAW,3,2705.462475,,,2025-01-27 16:00:05
1638,2934,273,4,REPAY,2,1552.082468,,1552.082468,2025-01-27 16:38:34
1639,2935,946,3,BORROW,3,1037.972554,2283.1105242563,1037.972554,2025-01-27 16:45:25
1640,2936,365,3,REPAY,3,4970.327162,,4970.327162,2025-01-27 16:51:20
1641,2937,877,1,BORROW,4,7101.24193,12175.8410926293,7101.24193,2025-01-27 17:03:18
1642,2938,781,4,WITHDRAW,3,4768.469155,,,2025-01-27 17:04:49
1643,2939,353,4,REPAY,3,566.225421,,566.225421,2025-01-27 17:36:04
1644,2940,424,1,REPAY,5,1530.983744,,1530.983744,2025-01-27 17:42:20
1645,2942,976,3,BORROW,2,7490.885709,18056.0108706819,7490.885709,2025-01-27 18:01:25
1646,2943,247,2,DEPOSIT,5,2449.656407,2449.656407,,2025-01-27 18:03:24
1647,2944,788,3,BORROW,1,863.590242,1086.2199590339,863.590242,2025-01-27 18:03:58
1648,2945,874,1,BORROW,2,8256.485089,16718.2623966563,8256.485089,2025-01-27 18:12:02
1649,2946,694,1,WITHDRAW,4,3781.585306,,,2025-01-27 18:29:52
1650,2947,792,4,WITHDRAW,5,5804.256024,,,2025-01-27 18:30:29
1651,2951,180,4,BORROW,1,1935.755012,4415.6466800007,1935.755012,2025-01-27 19:29:56
1652,2952,750,3,BORROW,5,2818.289157,5840.5894187757,2818.289157,2025-01-27 19:30:39
1653,2953,628,2,REPAY,5,167.089146,,167.089146,2025-01-27 19:38:15
1654,2956,599,3,BORROW,2,690.857412,1695.8790906897,690.857412,2025-01-27 20:09:28
1655,2958,895,2,REPAY,1,2653.012967,,2653.012967,2025-01-27 21:01:04
1656,2959,811,2,REPAY,4,105.704733,,105.704733,2025-01-27 21:01:44
1657,2960,873,4,REPAY,1,4.140094,,4.140094,2025-01-27 21:30:03
1658,2963,725,2,WITHDRAW,1,9428.422478,,,2025-01-27 21:47:33
1659,2964,422,2,REPAY,2,4691.438912,,4691.438912,2025-01-27 21:48:48
1660,2966,858,3,LIQUIDATION,1,4078.506903,4603.9123629555,4078.506903,2025-01-27 22:02:03
1661,2969,737,3,WITHDRAW,3,735.187951,,,2025-01-27 23:08:55
1662,2971,58,2,WITHDRAW,3,8970.129173,,,2025-01-27 23:23:56
1663,2973,632,1,REPAY,2,1022.64345,,1022.64345,2025-01-27 23:38:21
1664,2975,512,3,REPAY,5,526.629744,,526.629744,2025-01-28 00:06:28
1665,2978,114,1,WITHDRAW,5,1210.780067,,,2025-01-28 00:37:18
1666,2984,538,1,LIQUIDATION,2,2408.240561,2476.2464527327,2408.240561,2025-01-28 01:45:34
1667,2985,99,2,REPAY,2,1986.118939,,1986.118939,2025-01-28 02:20:47
1668,2986,341,4,DEPOSIT,3,6611.301227,6611.301227,,2025-01-28 02:25:57
1669,2987,121,4,WITHDRAW,4,1712.250541,,,2025-01-28 02:49:02
1670,2988,296,2,BORROW,5,5723.200856,12559.4047386901,5723.200856,2025-01-28 03:25:35
1671,2989,963,2,REPAY,1,3038.349048,,3038.349048,2025-01-28 03:28:58
1672,2990,517,4,WITHDRAW,5,3302.243533,,,2025-01-28 03:35:11
1673,2994,600,2,REPAY,2,1073.645443,,1073.645443,2025-01-28 03:51:43
1674,2996,297,4,BORROW,1,2043.355867,4941.6810843049,2043.355867,2025-01-28 04:07:20
1675,2997,154,2,DEPOSIT,1,3389.647283,3389.647283,,2025-01-28 04:10:53
1676,3000,615,3,REPAY,2,7.665528,,7.665528,2025-01-28 04:18:51
1677,3001,830,4,WITHDRAW,3,9782.961405,,,2025-01-28 04:27:18
1678,3002,891,1,BORROW,5,5801.643189,8634.7680138607,5801.643189,2025-01-28 04:30:30
1679,3004,680,3,DEPOSIT,1,4706.718366,4706.718366,,2025-01-28 04:37:49
1680,3006,691,1,DEPOSIT,2,4743.268947,4743.268947,,2025-01-28 05:04:44
1681,3007,920,4,REPAY,5,989.120274,,989.120274,2025-01-28 05:28:27
1682,3008,976,4,BORROW,5,1892.277763,3783.8678880232,1892.277763,2025-01-28 05:38:21
1683,3009,122,3,BORROW,5,4452.571724,5814.4092408202,4452.571724,2025-01-28 05:42:19
1684,3010,956,3,WITHDRAW,4,8094.076734,,,2025-01-28 05:49:45
1685,3011,567,1,WITHDRAW,5,1670.80122,,,2025-01-28 05:51:38
1686,3015,467,3,REPAY,5,677.276317,,677.276317,2025-01-28 06:31:53
1687,3016,842,3,DEPOSIT,3,5478.891637,5478.891637,,2025-01-28 06:32:26
1688,3017,313,3,BORROW,1,458.471539,1135.2603063625,458.471539,2025-01-28 06:37:34
1689,3018,245,4,WITHDRAW,1,3130.36233,,,2025-01-28 07:03:28
1690,3020,313,3,LIQUIDATION,2,458.471539,432.3298266607,458.471539,2025-01-28 07:10:34
1691,3023,473,4,REPAY,2,3753.951477,,3753.951477,2025-01-28 07:52:35
1692,3024,193,1,BORROW,5,7981.339118,18828.7494923089,7981.339118,2025-01-28 08:28:02
1693,3025,572,1,DEPOSIT,1,4759.884278,4759.884278,,2025-01-28 08:32:14
1694,3026,63,1,REPAY,4,1004.026168,,1004.026168,2025-01-28 09:07:19
1695,3028,724,4,REPAY,4,0.204762,,0.204762,2025-01-28 10:24:03
1696,3030,216,4,DEPOSIT,4,4623.931423,4623.931423,,2025-01-28 10:43:36
1697,3031,906,3,REPAY,3,1205.649384,,1205.649384,2025-01-28 10:46:42
1698,3032,238,4,REPAY,3,1732.081897,,1732.081897,2025-01-28 10:50:59
1699,3033,846,2,WITHDRAW,5,9811.016521,,,2025-01-28 10:53:05
1700,3034,22,3,WITHDRAW,3,337.817006,,,2025-01-28 11:15:20
1701,3035,244,2,DEPOSIT,4,945.030843,945.030843,,2025-01-28 11:31:11
1702,3036,57,4,DEPOSIT,4,4359.914298,4359.914298,,2025-01-28 11:35:13
1703,3037,333,2,REPAY,3,1715.363353,,1715.363353,2025-01-28 11:42:09
1704,3040,464,2,BORROW,1,3843.823296,8207.682969959,3843.823296,2025-01-28 12:08:57
1705,3041,958,3,REPAY,3,964.120897,,964.120897,2025-01-28 12:13:03
1706,3042,123,3,BORROW,1,6689.382069,12515.6060681025,6689.382069,2025-01-28 12:15:15
1707,3043,980,4,BORROW,4,8905.888076,13398.4621014252,8905.888076,2025-01-28 12:18:19
1708,3044,196,4,DEPOSIT,5,6561.445807,6561.445807,,2025-01-28 12:24:32
1709,3047,487,2,REPAY,3,57.098467,,57.098467,2025-01-28 12:59:33
1710,3050,79,3,WITHDRAW,4,2490.128267,,,2025-01-28 13:32:07
1711,3052,111,3,DEPOSIT,1,445.166599,445.166599,,2025-01-28 14:10:32
1712,3054,773,1,REPAY,1,61.925555,,61.925555,2025-01-28 14:25:10
1713,3057,981,1,REPAY,4,406.171246,,406.171246,2025-01-28 15:26:33
1714,3059,986,2,REPAY,3,511.543234,,511.543234,2025-01-28 15:30:30
1715,3060,356,2,WITHDRAW,4,525.229571,,,2025-01-28 15:38:28
1716,3061,844,3,WITHDRAW,5,5992.194695,,,2025-01-28 15:40:17
1717,3063,733,4,REPAY,4,1099.372222,,1099.372222,2025-01-28 15:54:51
