feature_id,account_id,transaction_count,successful_transactions,failed_transactions,failed_tx_ratio,total_volume,borrow_count,borrow_volume,repay_count,repay_volume,repayment_ratio,deposit_volume,withdrawal_volume,net_deposit_flow,unique_counterparties,unique_tokens,unique_protocols,active_days,historical_liquidation_count
213,213,3,3,0,0.0,5735.265309,1,3348.915188,1,2045.035752,0.610656,0.0,0.0,0.0,1,2,2,3,0
214,214,4,4,0,0.0,9446.587237,2,3837.099665,1,1542.987844,0.402123,0.0,0.0,0.0,1,2,3,4,0
215,215,6,6,0,0.0,17533.257428,0,0.0,0,0.0,0.0,0.0,5441.457877,-5441.457877,3,4,2,6,0
216,216,7,7,0,0.0,18688.264186,1,7373.689605,5,7353.266955,0.99723,0.0,0.0,0.0,1,3,3,7,0
217,217,8,8,0,0.0,47480.537351,1,8508.710071,2,7804.545617,0.917242,0.0,0.0,0.0,5,4,4,8,0
218,218,5,5,0,0.0,27743.876253,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5,3,1,5,0
219,219,5,5,0,0.0,12519.474495,1,4592.451218,1,3000.026563,0.653252,296.860489,3037.71157,-2740.851081,0,5,4,5,1
220,220,8,8,0,0.0,8740.007345,1,4371.340663,7,4368.666682,0.999388,0.0,0.0,0.0,0,3,3,8,0
221,221,10,10,0,0.0,28875.019422,1,317.717335,2,210.216628,0.661647,11424.357279,0.0,11424.357279,3,4,4,10,0
222,222,4,4,0,0.0,23848.186294,2,11924.093147,1,2103.950859,0.176445,0.0,0.0,0.0,0,3,2,3,1
223,223,6,6,0,0.0,26526.085953,1,9627.494311,4,7704.076679,0.800216,0.0,0.0,0.0,1,3,3,6,0
224,224,10,10,0,0.0,43129.0159,1,3671.000335,3,3076.805109,0.838138,0.0,0.0,0.0,6,4,3,9,0
225,225,7,7,0,0.0,43080.480778,0,0.0,0,0.0,0.0,22446.327785,6595.507201,15850.820584,2,5,3,7,0
226,226,8,7,1,0.125,53375.823399,0,0.0,0,0.0,0.0,0.0,26969.059143,-26969.059143,4,4,4,8,0
227,227,6,6,0,0.0,21750.691309,0,0.0,0,0.0,0.0,8988.971177,1861.020866,7127.950311,3,5,4,5,0
228,228,8,8,0,0.0,43118.601912,0,0.0,0,0.0,0.0,4666.209715,21298.918513,-16632.708798,3,4,3,8,0
229,229,3,3,0,0.0,5136.791526,0,0.0,0,0.0,0.0,3454.962287,0.0,3454.962287,1,3,2,3,0
230,230,7,7,0,0.0,26745.372609,1,1260.553614,0,0.0,0.0,0.0,12839.498959,-12839.498959,3,5,3,7,0
231,231,9,9,0,0.0,44828.437257,0,0.0,0,0.0,0.0,2815.931078,0.0,2815.931078,8,5,2,9,0
232,232,6,6,0,0.0,22879.685852,2,12164.576833,0,0.0,0.0,1703.895024,6162.180107,-4458.285083,1,4,3,5,0
233,233,6,6,0,0.0,36079.082333,0,0.0,0,0.0,0.0,7455.345942,5926.506522,1528.83942,3,4,2,6,0
234,234,8,8,0,0.0,50296.846765,0,0.0,0,0.0,0.0,5348.444297,16120.300519,-10771.856222,4,5,3,7,0
235,235,10,10,0,0.0,37773.610381,1,6632.463214,6,6619.002828,0.997971,0.0,0.0,0.0,3,5,4,10,0
236,236,4,4,0,0.0,16459.774765,1,6370.236505,2,5010.999542,0.786627,0.0,0.0,0.0,1,3,3,4,0
237,237,6,6,0,0.0,25061.42767,2,12380.23319,3,6833.96965,0.552007,5847.22483,0.0,5847.22483,0,4,3,6,0
238,238,7,7,0,0.0,23242.799399,1,5014.157987,1,1732.081897,0.345438,2434.634544,0.0,2434.634544,3,4,4,6,1
239,239,11,11,0,0.0,30123.211804,2,8914.507228,4,8391.303669,0.941309,221.921662,256.279561,-34.357899,2,4,4,10,1
240,240,5,5,0,0.0,11739.927864,1,3368.871691,3,2683.037674,0.79642,0.0,5688.018499,-5688.018499,0,3,4,5,0
241,241,12,12,0,0.0,60705.944206,4,24454.467725,4,10583.285253,0.432775,4116.00397,0.0,4116.00397,2,5,4,12,1
242,242,9,9,0,0.0,27216.918251,1,9619.137379,7,9486.823499,0.986245,8110.957373,0.0,8110.957373,0,4,3,9,0
243,243,4,4,0,0.0,21745.371923,1,9643.984879,2,5678.935642,0.588858,0.0,0.0,0.0,1,3,3,4,0
244,244,7,7,0,0.0,16031.86069,1,8015.930345,5,7894.128897,0.984805,0.0,0.0,0.0,0,4,3,7,1
245,245,10,9,1,0.1,46481.041357,0,0.0,0,0.0,0.0,6056.998561,18972.01476,-12915.016199,5,4,3,10,0
246,246,9,7,2,0.222222,42113.245643,0,0.0,0,0.0,0.0,7236.9938,9831.057238,-2594.063438,6,5,3,8,0
247,247,7,5,2,0.285714,20868.206796,0,0.0,0,0.0,0.0,4339.858359,14105.816043,-9765.957684,1,4,4,7,0
248,248,5,5,0,0.0,13132.593999,1,3847.428554,2,3031.512174,0.787932,0.0,0.0,0.0,2,4,3,5,0
249,249,8,7,1,0.125,41714.212096,0,0.0,0,0.0,0.0,19404.633944,6454.048276,12950.585668,4,4,3,8,0
250,250,3,3,0,0.0,16306.693888,0,0.0,0,0.0,0.0,0.0,7680.032973,-7680.032973,2,3,1,3,0
251,251,6,6,0,0.0,40516.57455,0,0.0,0,0.0,0.0,9627.890036,9353.822387,274.067649,3,3,3,6,0
252,252,5,5,0,0.0,29445.068258,3,14722.534129,1,6262.981865,0.425401,0.0,0.0,0.0,0,2,4,5,1
253,253,8,8,0,0.0,29217.306155,0,0.0,0,0.0,0.0,6163.827065,0.0,6163.827065,7,5,3,8,0
254,254,5,5,0,0.0,22387.483952,0,0.0,0,0.0,0.0,8706.122923,0.0,8706.122923,3,4,3,5,0
255,255,9,9,0,0.0,42635.977974,1,6669.863937,2,4189.246458,0.628086,12511.963777,3245.181903,9266.781874,2,5,2,9,0
256,256,3,3,0,0.0,19139.132046,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,2,2,3,0
257,257,5,4,1,0.2,33866.53011,0,0.0,0,0.0,0.0,0.0,17032.600241,-17032.600241,3,3,3,5,0
258,258,5,4,1,0.2,28663.503711,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5,3,1,5,0
259,259,4,4,0,0.0,20210.674644,0,0.0,0,0.0,0.0,0.0,0.0,0.0,4,3,1,4,0
260,260,3,3,0,0.0,8496.79346,1,1220.916967,0,0.0,0.0,1044.610412,6231.266081,-5186.655669,0,3,2,3,0
261,261,2,2,0,0.0,12572.505721,0,0.0,0,0.0,0.0,9472.306783,0.0,9472.306783,1,2,1,2,0
262,262,5,5,0,0.0,37899.728372,0,0.0,0,0.0,0.0,33619.876926,4279.851446,29340.02548,0,3,2,5,0
263,263,8,8,0,0.0,31609.456436,1,6332.526872,3,5043.29117,0.796411,0.0,7552.633443,-7552.633443,3,5,3,8,0
264,264,4,4,0,0.0,19292.841144,1,2247.852801,0,0.0,0.0,0.0,9346.775088,-9346.775088,1,3,3,4,0
265,265,13,11,2,0.153846,64668.141515,2,13439.14519,3,11144.641776,0.829267,5539.637071,4365.614919,1174.022152,5,5,4,13,1
266,266,4,4,0,0.0,22472.741919,0,0.0,0,0.0,0.0,0.0,10301.090086,-10301.090086,2,3,2,4,0
267,267,7,7,0,0.0,33563.95897,3,11837.968136,0,0.0,0.0,0.0,0.0,0.0,4,5,3,7,0
268,268,11,11,0,0.0,10684.279822,1,4804.577201,9,4804.576989,1.0,0.0,0.0,0.0,1,4,4,11,0
269,269,8,8,0,0.0,26945.65011,1,3247.048384,2,2878.844443,0.886603,1782.327445,7214.325655,-5431.99821,2,5,3,7,1
270,270,9,8,1,0.111111,48791.067729,1,7319.534383,0,0.0,0.0,6024.167697,426.163912,5598.003785,5,4,4,9,0
271,271,4,4,0,0.0,22144.970725,0,0.0,0,0.0,0.0,0.0,15486.110105,-15486.110105,2,4,3,4,0
272,272,10,9,1,0.1,50378.877994,2,12283.565542,1,1067.973962,0.086943,0.0,0.0,0.0,6,5,4,9,1
273,273,5,5,0,0.0,19496.454277,0,0.0,0,0.0,0.0,0.0,771.883016,-771.883016,4,3,2,5,0
274,274,7,7,0,0.0,40241.448172,0,0.0,0,0.0,0.0,3412.313919,3624.876494,-212.562575,5,3,3,7,0
275,275,7,6,1,0.142857,6311.570631,1,3124.480518,6,3187.090113,1.0,0.0,0.0,0.0,0,4,4,7,0
276,276,5,5,0,0.0,13806.334094,1,9169.784749,2,3047.989109,0.332395,272.802883,0.0,272.802883,1,3,1,5,0
277,277,6,6,0,0.0,12677.682795,1,6343.677625,5,6334.00517,0.998475,0.0,0.0,0.0,0,4,3,6,0
278,278,6,6,0,0.0,37285.014879,0,0.0,0,0.0,0.0,684.598297,14399.516576,-13714.918279,3,3,4,6,0
279,279,7,7,0,0.0,29652.257983,0,0.0,0,0.0,0.0,0.0,0.0,0.0,7,4,2,7,0
280,280,7,7,0,0.0,45636.939137,1,9356.686976,0,0.0,0.0,10050.136665,4963.193921,5086.942744,3,4,4,7,0
281,281,10,10,0,0.0,52681.848413,4,22367.376868,2,7884.616333,0.352505,3935.019337,0.0,3935.019337,2,5,3,8,1
282,282,5,5,0,0.0,24646.356984,1,1553.532958,0,0.0,0.0,6619.06073,7171.842123,-552.781393,1,4,3,5,1
283,283,6,6,0,0.0,47145.588108,0,0.0,0,0.0,0.0,6356.644108,13648.601962,-7291.957854,3,4,2,6,0
284,284,10,10,0,0.0,35808.676086,1,9479.743043,5,9443.177345,0.996143,0.0,9818.185733,-9818.185733,3,5,4,8,0
285,285,9,9,0,0.0,40998.374015,0,0.0,0,0.0,0.0,12412.038151,7936.403877,4475.634274,5,5,4,9,0
286,286,9,9,0,0.0,58049.709119,0,0.0,0,0.0,0.0,24430.260615,7813.592212,16616.668403,5,5,4,9,0
287,287,9,9,0,0.0,31086.19229,1,2227.759065,1,757.147917,0.33987,0.0,17065.70555,-17065.70555,3,5,3,8,0
288,288,6,6,0,0.0,12549.204097,0,0.0,0,0.0,0.0,2562.551626,1992.140467,570.411159,4,4,3,6,0
289,289,7,7,0,0.0,28018.289021,1,4637.080386,2,4244.402472,0.915318,9233.962878,9902.843285,-668.880407,0,4,3,7,0
290,290,9,8,1,0.111111,43870.599154,3,14573.564078,3,7701.278601,0.528442,0.0,0.0,0.0,2,5,3,8,1
291,291,5,5,0,0.0,32599.453124,0,0.0,0,0.0,0.0,11217.286461,7064.73862,4152.547841,2,3,3,5,0
292,292,10,10,0,0.0,16457.570417,2,6534.925027,6,6290.805885,0.962644,3631.696299,0.0,3631.696299,0,4,4,10,1
293,293,7,7,0,0.0,19511.850969,1,1626.850971,4,1616.887952,0.993876,0.0,6859.270818,-6859.270818,1,4,3,7,0
294,294,4,4,0,0.0,21717.255842,0,0.0,0,0.0,0.0,7845.937508,0.0,7845.937508,3,2,1,4,0
295,295,5,5,0,0.0,18943.007507,1,8546.632645,3,7158.842881,0.837621,0.0,0.0,0.0,1,3,3,5,0
296,296,6,6,0,0.0,36438.067311,4,15115.058046,0,0.0,0.0,7605.204295,0.0,7605.204295,0,3,3,6,1
297,297,4,4,0,0.0,23794.668142,1,8525.735496,0,0.0,0.0,0.0,0.0,0.0,2,2,2,4,1
298,298,13,11,2,0.153846,85994.76015,5,32580.294605,2,10241.575944,0.314349,8519.486137,0.0,8519.486137,4,4,4,13,1
299,299,4,4,0,0.0,20428.34336,1,3109.800179,1,2862.649912,0.920525,0.0,9096.641433,-9096.641433,1,3,3,4,0
300,300,5,5,0,0.0,28597.606703,0,0.0,0,0.0,0.0,0.0,8627.529881,-8627.529881,3,4,2,5,0
301,301,9,9,0,0.0,36630.328349,3,16119.278742,1,1980.060517,0.122838,0.0,3288.125611,-3288.125611,2,4,4,8,2
302,302,6,5,1,0.166667,34033.643552,0,0.0,0,0.0,0.0,6628.228753,7791.32468,-1163.095927,3,4,3,6,0
303,303,6,6,0,0.0,38031.783224,0,0.0,0,0.0,0.0,11624.121879,6681.72286,4942.399019,3,5,3,6,0
304,304,6,6,0,0.0,31695.574482,1,6034.718307,0,0.0,0.0,0.0,10889.114386,-10889.114386,3,4,2,6,0
305,305,9,9,0,0.0,27150.013184,2,2628.631273,0,0.0,0.0,0.0,5832.560866,-5832.560866,5,5,3,9,1
306,306,5,5,0,0.0,3991.104468,1,609.642187,3,508.216805,0.833631,0.0,0.0,0.0,1,2,2,5,0
307,307,9,9,0,0.0,31644.088852,5,11645.463457,1,1024.232536,0.087951,0.0,8417.211401,-8417.211401,0,4,4,9,2
308,308,6,5,1,0.166667,21908.20132,1,4078.815869,2,4920.399147,1.0,0.0,0.0,0.0,3,5,4,6,0
309,309,11,11,0,0.0,27805.305785,1,583.67176,5,531.371597,0.910395,0.0,4533.523754,-4533.523754,4,5,4,10,0
310,310,7,7,0,0.0,30389.825983,1,7518.037559,4,7517.35722,0.99991,8012.436169,0.0,8012.436169,1,5,3,7,0
311,311,2,2,0,0.0,10525.447262,2,10525.447262,0,0.0,0.0,0.0,0.0,0.0,0,2,2,2,0
312,312,8,8,0,0.0,48881.208271,0,0.0,0,0.0,0.0,7103.847691,10102.209994,-2998.362303,5,5,2,8,0
313,313,3,3,0,0.0,19299.206445,1,9133.687286,0,0.0,0.0,0.0,10165.519159,-10165.519159,0,2,3,3,0
314,314,4,4,0,0.0,20658.003133,0,0.0,0,0.0,0.0,6064.212295,14593.790838,-8529.578543,0,3,4,4,0
315,315,6,6,0,0.0,31429.764909,0,0.0,0,0.0,0.0,7876.30532,2617.033336,5259.271984,3,4,2,6,0
316,316,4,4,0,0.0,8493.380824,2,8393.729703,2,99.651121,0.011872,0.0,0.0,0.0,0,3,4,4,0
317,317,8,8,0,0.0,35235.047914,1,7471.497986,2,6047.771674,0.809446,6543.318497,0.0,6543.318497,4,4,4,8,0
318,318,4,4,0,0.0,20365.017463,2,9929.771034,0,0.0,0.0,0.0,0.0,0.0,2,4,2,4,0
319,319,5,5,0,0.0,21500.243982,0,0.0,0,0.0,0.0,12703.744613,7969.607928,4734.136685,2,4,2,4,0
320,320,6,6,0,0.0,42463.785879,0,0.0,0,0.0,0.0,0.0,7053.285504,-7053.285504,5,4,4,6,0
321,321,7,6,1,0.142857,33105.904354,4,15831.2332,0,0.0,0.0,9449.220816,0.0,9449.220816,2,4,3,6,0
322,322,3,3,0,0.0,3805.766934,1,185.901907,0,0.0,0.0,0.0,0.0,0.0,1,3,3,3,1
323,323,9,9,0,0.0,46189.327453,0,0.0,0,0.0,0.0,8693.049843,11788.894705,-3095.844862,6,4,4,9,0
324,324,3,3,0,0.0,11692.375596,1,5893.491048,2,5798.884548,0.983947,0.0,0.0,0.0,0,3,2,3,0
325,325,8,8,0,0.0,43383.859487,0,0.0,0,0.0,0.0,12689.747611,23625.647778,-10935.900167,2,4,4,7,0
326,326,10,10,0,0.0,39767.418796,2,9388.731509,5,7774.684899,0.828087,6483.983787,8114.306438,-1630.322651,1,5,3,10,0
327,327,9,9,0,0.0,45338.530085,0,0.0,0,0.0,0.0,8800.457252,6526.579957,2273.877295,6,5,4,9,0
328,328,10,8,2,0.2,20305.922165,1,1721.784759,5,2064.515252,1.0,1074.793369,6651.743926,-5576.950557,2,4,3,9,0
329,329,4,4,0,0.0,20801.979389,0,0.0,0,0.0,0.0,6619.777889,503.100585,6116.677304,2,4,3,4,0
330,330,12,12,0,0.0,33222.531743,1,6065.737788,8,6063.041804,0.999556,0.0,3975.938498,-3975.938498,2,5,4,12,0
331,331,6,6,0,0.0,36310.352441,1,3065.609267,0,0.0,0.0,0.0,20543.049765,-20543.049765,2,4,2,5,0
332,332,5,4,1,0.2,26662.510221,2,10949.608804,0,0.0,0.0,0.0,0.0,0.0,1,4,3,5,2
333,333,9,9,0,0.0,37873.173426,0,0.0,0,0.0,0.0,9829.549879,6215.444026,3614.105853,5,4,3,9,0
334,334,10,10,0,0.0,38175.654648,3,15028.294531,4,4032.536143,0.26833,0.0,7799.751574,-7799.751574,1,5,4,9,1
335,335,7,7,0,0.0,23428.283733,1,1393.61645,3,1028.24498,0.737825,0.0,0.0,0.0,3,5,3,6,0
336,336,5,5,0,0.0,28008.07919,0,0.0,0,0.0,0.0,3622.541318,8852.52245,-5229.981132,2,3,3,5,0
337,337,6,6,0,0.0,35487.033641,0,0.0,0,0.0,0.0,8109.941908,6345.002779,1764.939129,3,3,4,6,0
338,338,10,9,1,0.1,48309.910494,0,0.0,0,0.0,0.0,0.0,7956.877002,-7956.877002,9,4,2,10,0
339,339,7,7,0,0.0,20360.499168,1,5985.099164,4,5966.759642,0.996936,5248.540756,0.0,5248.540756,1,3,4,6,0
340,340,6,6,0,0.0,32770.960171,0,0.0,0,0.0,0.0,246.616254,7190.458543,-6943.842289,4,4,2,6,0
341,341,8,8,0,0.0,47415.38009,0,0.0,0,0.0,0.0,19682.225041,9058.190241,10624.0348,4,4,4,6,0
342,342,5,5,0,0.0,28482.340352,0,0.0,0,0.0,0.0,10368.830033,8925.935003,1442.89503,2,4,4,5,0
343,343,6,6,0,0.0,38931.300971,2,13319.715221,2,8476.723345,0.636404,7546.423853,0.0,7546.423853,1,5,4,6,0
344,344,6,6,0,0.0,19894.053961,1,5461.522358,4,5039.281295,0.922688,0.0,0.0,0.0,1,4,2,6,0
345,345,4,2,2,0.5,28356.012883,1,9184.590673,0,0.0,0.0,0.0,0.0,0.0,3,3,1,4,0
346,346,11,11,0,0.0,35712.699961,1,2099.727924,4,2096.91,0.998658,16261.33843,9263.410005,6997.928425,1,5,4,11,0
347,347,10,10,0,0.0,30998.965173,0,0.0,0,0.0,0.0,5271.892898,16640.951024,-11369.058126,5,4,3,9,0
348,348,8,8,0,0.0,39027.840527,0,0.0,0,0.0,0.0,7077.023918,9572.389847,-2495.365929,5,4,4,8,0
349,349,5,5,0,0.0,4693.433311,1,2464.289337,4,2229.143974,0.904579,0.0,0.0,0.0,0,3,3,5,0
350,350,5,5,0,0.0,29173.903439,1,1549.636265,0,0.0,0.0,0.0,9772.54746,-9772.54746,3,4,3,4,0
351,351,4,4,0,0.0,19328.179834,0,0.0,0,0.0,0.0,0.0,15390.37794,-15390.37794,1,2,2,4,0
352,352,9,8,1,0.111111,45234.289337,2,12051.914378,2,8261.435414,0.685487,2243.301028,13601.996345,-11358.695317,1,5,3,9,1
353,353,8,8,0,0.0,47708.977963,1,8289.745231,2,7627.208406,0.920078,0.0,7999.535771,-7999.535771,3,4,3,8,0
354,354,3,3,0,0.0,12029.951237,0,0.0,0,0.0,0.0,0.0,4597.958122,-4597.958122,1,3,2,3,0
355,355,9,8,1,0.111111,19660.406299,1,5006.620454,7,5054.054114,1.0,0.0,9599.731731,-9599.731731,0,4,4,7,0
356,356,7,7,0,0.0,15894.909401,1,1569.372834,3,1553.973069,0.990187,1340.139751,0.0,1340.139751,2,4,4,7,0
357,357,6,6,0,0.0,25918.41104,0,0.0,0,0.0,0.0,0.0,9977.576314,-9977.576314,3,3,3,6,0
358,358,3,3,0,0.0,17647.418853,0,0.0,0,0.0,0.0,0.0,7741.674871,-7741.674871,2,3,2,3,0
359,359,6,6,0,0.0,23802.160952,1,3216.727468,2,3176.288465,0.987429,2053.70769,9032.54908,-6978.84139,1,4,4,6,0
360,360,4,4,0,0.0,26816.214777,0,0.0,0,0.0,0.0,7520.635714,0.0,7520.635714,3,4,2,4,0
361,361,4,4,0,0.0,19952.384719,0,0.0,0,0.0,0.0,0.0,6387.784315,-6387.784315,3,2,1,4,0
362,362,10,9,1,0.1,19089.171299,2,9205.066113,7,9123.412605,0.99113,760.692581,0.0,760.692581,0,4,4,9,0
363,363,11,10,1,0.090909,20181.061976,1,2359.86479,7,4693.113664,1.0,0.0,0.0,0.0,3,5,3,10,0
364,364,3,3,0,0.0,4497.747768,1,3298.671438,0,0.0,0.0,0.0,0.0,0.0,2,3,2,3,0
365,365,7,7,0,0.0,9709.476188,1,3053.671432,4,2931.766899,0.960079,0.0,3125.766146,-3125.766146,1,4,3,7,0
366,366,6,4,2,0.333333,36877.713093,2,16486.513402,0,0.0,0.0,9459.18399,255.620233,9203.563757,2,4,2,6,0
367,367,6,6,0,0.0,37229.434789,1,6496.553955,1,5632.272702,0.866963,14541.247015,0.0,14541.247015,2,4,3,6,0
368,368,7,7,0,0.0,22669.369471,3,15705.471239,0,0.0,0.0,0.0,2842.183935,-2842.183935,2,4,4,7,0
369,369,8,7,1,0.125,30163.740149,1,630.60571,2,517.432825,0.820533,1026.291559,0.0,1026.291559,4,5,4,8,0
370,370,6,6,0,0.0,19821.143577,0,0.0,0,0.0,0.0,8604.876289,4826.444913,3778.431376,3,3,4,6,0
371,371,13,13,0,0.0,51831.616887,1,8784.681814,5,8775.652937,0.998972,11779.326515,0.0,11779.326515,5,5,4,13,0
372,372,5,5,0,0.0,17724.677279,0,0.0,0,0.0,0.0,6054.577298,2279.079574,3775.497724,2,4,2,5,0
373,373,5,5,0,0.0,26784.280628,1,8938.601557,0,0.0,0.0,0.0,0.0,0.0,3,3,3,5,1
374,374,13,12,1,0.076923,41468.320046,5,24946.467022,6,8859.928412,0.355158,0.0,0.0,0.0,1,4,4,13,1
375,375,8,7,1,0.125,14038.983343,1,2580.964412,5,2580.090734,0.999661,1596.789947,0.0,1596.789947,1,4,3,8,0
376,376,4,4,0,0.0,6087.939579,1,2598.035365,1,1708.370848,0.657563,1660.563421,120.969945,1539.593476,0,4,4,4,0
377,377,3,3,0,0.0,14104.127955,0,0.0,0,0.0,0.0,0.0,8727.649687,-8727.649687,2,3,2,3,0
378,378,7,7,0,0.0,6170.606017,2,3115.130274,2,925.201719,0.297003,0.0,1216.461847,-1216.461847,1,4,3,7,1
379,379,4,3,1,0.25,25399.224181,0,0.0,0,0.0,0.0,5148.000797,0.0,5148.000797,3,3,1,4,0
380,380,7,7,0,0.0,46132.346247,4,21196.154814,2,17391.396552,0.820498,0.0,7544.794881,-7544.794881,0,4,3,7,0
381,381,5,5,0,0.0,23329.799745,2,13733.834045,1,3954.66763,0.287951,0.0,0.0,0.0,1,3,3,5,1
382,382,2,2,0,0.0,10477.227191,0,0.0,0,0.0,0.0,0.0,8785.094486,-8785.094486,1,2,1,2,0
383,383,5,5,0,0.0,22355.182137,1,8581.188388,0,0.0,0.0,0.0,3440.184284,-3440.184284,3,4,2,5,0
384,384,8,8,0,0.0,23092.682405,1,6927.569083,0,0.0,0.0,0.0,4041.534141,-4041.534141,3,4,4,8,0
385,385,8,8,0,0.0,55184.621145,0,0.0,0,0.0,0.0,3120.820303,0.0,3120.820303,7,3,3,8,0
386,386,7,7,0,0.0,28292.541823,1,2956.256716,2,1901.23565,0.643123,8501.473812,7639.556469,861.917343,2,4,3,7,0
387,387,7,7,0,0.0,36731.682727,1,5117.793826,1,4914.949029,0.960365,0.0,11939.187911,-11939.187911,3,5,3,7,0
388,388,10,10,0,0.0,37176.94042,1,7143.890664,1,2048.458646,0.286743,15754.363838,0.0,15754.363838,4,4,4,9,0
389,389,5,5,0,0.0,31181.685584,1,7691.736301,1,2086.547027,0.271271,0.0,8318.946797,-8318.946797,2,3,4,5,0
390,390,7,6,1,0.142857,44375.563989,0,0.0,0,0.0,0.0,24031.758501,0.0,24031.758501,4,4,4,7,0
391,391,6,5,1,0.166667,36249.124017,3,18815.447581,0,0.0,0.0,5658.369825,0.0,5658.369825,1,4,3,6,1
392,392,2,2,0,0.0,8458.034074,1,4229.017037,0,0.0,0.0,0.0,0.0,0.0,0,2,2,2,1
393,393,6,6,0,0.0,29316.877666,3,15107.827909,3,14209.049757,0.940509,0.0,0.0,0.0,0,4,3,6,0
394,394,9,8,1,0.111111,43323.055715,3,10536.658939,2,9560.837433,0.907388,9658.426863,0.0,9658.426863,2,4,4,8,0
395,395,8,8,0,0.0,23572.304002,1,259.900104,2,211.964192,0.81556,0.0,8489.127832,-8489.127832,4,4,3,7,0
396,396,9,9,0,0.0,15901.779131,1,5738.198618,6,5723.496442,0.997438,0.0,0.0,0.0,1,4,4,8,1
397,397,8,8,0,0.0,28312.125882,1,1316.874309,1,714.728041,0.542746,0.0,6962.849363,-6962.849363,4,4,3,8,1
398,398,4,4,0,0.0,27760.387683,0,0.0,0,0.0,0.0,9910.419245,4598.524322,5311.894923,2,4,3,4,0
399,399,6,5,1,0.166667,31734.607738,1,8796.652169,1,3103.078342,0.352757,5444.957049,3390.055986,2054.901063,2,3,3,6,0
400,400,7,7,0,0.0,33476.873002,2,9469.240282,1,1947.869964,0.205705,0.0,9586.24792,-9586.24792,3,4,3,7,0
401,401,10,10,0,0.0,53824.093403,1,7682.307193,3,7583.18405,0.987097,13023.33058,8704.701191,4318.629389,3,5,2,10,0
402,402,6,6,0,0.0,28188.02807,0,0.0,0,0.0,0.0,4428.263932,11941.698478,-7513.434546,3,4,1,6,0
403,403,14,14,0,0.0,22862.943911,1,9285.276534,10,9285.27487,1.0,3729.871328,0.0,3729.871328,1,5,4,12,0
404,404,4,4,0,0.0,27856.377239,1,8272.63359,1,7860.771348,0.950214,0.0,6168.516981,-6168.516981,1,3,3,4,0
405,405,9,9,0,0.0,44193.146137,1,9598.058146,4,8472.902963,0.882773,0.0,9516.638717,-9516.638717,2,5,4,9,0
406,406,5,5,0,0.0,30407.392142,0,0.0,0,0.0,0.0,16917.185701,0.0,16917.185701,3,3,2,5,0
407,407,4,4,0,0.0,4303.655256,1,184.237327,1,98.316229,0.533639,0.0,316.992754,-316.992754,1,3,3,4,0
408,408,15,14,1,0.066667,40317.616237,2,6416.836207,6,126.547904,0.019721,5888.125875,25858.569704,-19970.443829,1,5,4,12,0
409,409,7,6,1,0.142857,21006.708677,0,0.0,0,0.0,0.0,7194.695344,5149.788182,2044.907162,3,4,4,7,0
410,410,5,5,0,0.0,21370.813828,0,0.0,0,0.0,0.0,6017.868888,403.701793,5614.167095,3,4,3,5,0
411,411,6,6,0,0.0,9084.460347,1,4696.124847,5,4388.3355,0.934459,0.0,0.0,0.0,0,4,3,6,0
412,412,9,9,0,0.0,54974.715071,0,0.0,0,0.0,0.0,5090.272319,14507.546945,-9417.274626,5,5,4,9,0
413,413,5,5,0,0.0,12038.343656,1,2966.969357,3,2067.259954,0.696758,0.0,7004.114345,-7004.114345,0,4,3,5,0
414,414,5,5,0,0.0,32497.321684,0,0.0,0,0.0,0.0,9324.749083,7606.518526,1718.230557,3,3,2,5,0
415,415,7,7,0,0.0,48575.745481,4,24043.441571,0,0.0,0.0,7002.777357,0.0,7002.777357,1,4,3,7,1
416,416,6,6,0,0.0,35416.501715,1,1030.370947,0,0.0,0.0,0.0,0.0,0.0,5,5,4,6,0
417,417,7,7,0,0.0,38307.801225,0,0.0,0,0.0,0.0,15132.103579,5400.696571,9731.407008,3,5,4,7,0
418,418,8,8,0,0.0,37973.115148,0,0.0,0,0.0,0.0,4180.457443,12751.619283,-8571.16184,4,4,3,7,0
419,419,5,5,0,0.0,30237.110056,1,9165.56337,0,0.0,0.0,0.0,5240.314721,-5240.314721,1,3,3,5,1
420,420,11,11,0,0.0,61372.45731,4,21887.117069,2,3926.200927,0.179384,14293.104243,0.0,14293.104243,2,5,4,11,1
421,421,6,6,0,0.0,39801.303658,0,0.0,0,0.0,0.0,6892.477095,9877.093693,-2984.616598,3,4,3,6,0
422,422,9,9,0,0.0,33267.701505,2,8299.625911,5,7363.521581,0.887211,0.0,17604.554013,-17604.554013,0,4,4,8,0
423,423,8,8,0,0.0,39098.92538,0,0.0,0,0.0,0.0,8185.500641,15601.344497,-7415.843856,3,5,3,7,0
424,424,5,5,0,0.0,18097.278739,0,0.0,0,0.0,0.0,0.0,3836.944287,-3836.944287,4,2,2,4,0
425,425,9,8,1,0.111111,37694.718807,3,11815.484789,0,0.0,0.0,8667.687394,9126.775258,-459.087864,2,5,4,9,1
426,426,7,6,1,0.142857,24283.12774,2,9063.192075,0,0.0,0.0,0.0,5325.684109,-5325.684109,2,4,3,7,1
