transaction_id,transaction_hash,block_number,timestamp,from_account_id,to_account_id,transaction_type,amount,token_id,protocol_id,gas_used,gas_price,status,chain_id
2840,0x135b7384e11436327de2e6b770a221000137ee137900e14b5461650ed4cb8ed3,10015030,2025-02-22 04:31:59,220,,REPAY,55.106786,2,2.0,75051,59.3024,SUCCESS,1
2841,0x6359fd013a97789de7f4a4a0440bb96d6d6c2134d45879905031a671bdbdd322,10015033,2025-02-22 04:48:05,501,,LIQUIDATION,9044.223665,5,2.0,84051,57.87,SUCCESS,1
2842,0xa11d730a78cdec3fbaae19496bbc7bbdbb22c60164ce4813adf8adbf0156b7a2,10015039,2025-02-22 05:15:11,34,262.0,TRANSFER,3647.28135,4,,131386,90.8727,SUCCESS,1
2843,0x4e223982d455463a5b19c1183cb249acc96cb3d7a06720eb4bd61c408b3d2196,10015047,2025-02-22 05:59:02,281,,DEPOSIT,3935.019337,3,1.0,44156,21.7242,SUCCESS,1
2844,0xf536d6fe8f39f0fa5c0038657812ba2314416a79182a787ad5ba48765905e878,10015048,2025-02-22 06:01:13,410,354.0,SWAP,4813.051011,2,4.0,89196,42.2515,SUCCESS,1
2845,0x246aad62871441b8b4dc6c83f06543892403213ec50ce1e20c905a21eebcfb89,10015054,2025-02-22 06:32:24,310,,BORROW,7518.037559,1,1.0,230519,17.1524,SUCCESS,1
2846,0x0f37df8b3a536bac510fb01a9ff99518df7e396857f59a40453f9e33f89f6658,10015057,2025-02-22 06:47:52,450,320.0,TRANSFER,7033.44499,2,,40055,47.2664,SUCCESS,1
2847,0x2dbb00790a6bd671058c78fa637de269e46ae820d31f29d475494c88bf21b252,10015061,2025-02-22 07:06:53,391,,LIQUIDATION,6105.237038,3,4.0,246377,27.8419,SUCCESS,1
2848,0xfab290661de4352cd9190a15a1b60191b10eac4760cdbb93882f015f45ca3d06,10015066,2025-02-22 07:32:00,385,171.0,SWAP,7829.114097,4,1.0,206932,66.7533,SUCCESS,1
2849,0xb4b27f0de53ada586ccbe3ce5adeef9fc6073bbc90133f4b370c63a629528036,10015067,2025-02-22 07:35:17,389,994.0,SWAP,5070.506225,2,4.0,243637,94.8777,SUCCESS,1
2850,0xeb1de16b5b3b8f17f396bcc07c89576d90449ff91a65d78cb1d598c46b035cd3,10015082,2025-02-22 08:52:03,995,463.0,TRANSFER,9886.499954,1,,73010,36.1061,SUCCESS,1
2851,0x8a2c33358608359f6c4676cd0c2a4069160c62b5885495e31c80fb24943b5f49,10015086,2025-02-22 09:12:09,819,,REPAY,8952.335523,3,3.0,113844,70.711,SUCCESS,1
2852,0x72caecdaaa481bfe16cda15b9646024ce2d2b92a4fd751f0034d024b37c114de,10015087,2025-02-22 09:18:34,807,,REPAY,42.967048,1,1.0,189697,98.1476,SUCCESS,1
2853,0x780a23c8d26833f951e6864459540b12449a7e0ccde76269326ce38578d59a93,10015091,2025-02-22 09:37:57,156,226.0,TRANSFER,3770.308495,5,,91007,71.829,SUCCESS,1
2854,0xd3c3f8089f3fe7d10b7c0e2f97ef9fc813a5f20f52bf6516c1992e963dafad88,10015096,2025-02-22 10:03:14,708,,WITHDRAW,3911.882856,4,2.0,161267,43.0885,SUCCESS,1
2855,0x39a95f130bffd1411f50b4a8fef2321b3e91909f6dc54b46f14cc188f128249b,10015098,2025-02-22 10:11:04,805,,WITHDRAW,224.545988,3,4.0,71771,33.2774,SUCCESS,1
2856,0x5eafb3d8a0ca62915a8d9e3e1e924f7e19fcc75a279632510411a2a8029360e5,10015117,2025-02-22 11:48:39,800,,BORROW,5481.598338,3,1.0,128967,82.3175,SUCCESS,1
2857,0xe96a39b26fad52cdbb69269311787d22417eba77d2a48eaddcf04a44cf1fa2a8,10015123,2025-02-22 12:19:17,810,282.0,TRANSFER,6287.362896,5,,70497,88.4445,SUCCESS,1
2858,0xd385d3f5d338909d1f8ba244e0eb1fd168f037d9137e9d0c691c56198608a425,10015152,2025-02-22 14:43:02,985,,REPAY,1394.418828,1,4.0,170530,39.7648,SUCCESS,1
2859,0x77d4296e704b97d407b3600206ebbf3e7121f6a22cb3b5fdbe2d16eeba50fb24,10015158,2025-02-22 15:11:39,677,,WITHDRAW,8114.897454,1,3.0,114165,32.9575,SUCCESS,1
2860,0x39c9f267019a219ab2c1b1652b70a228e93eb1334e1ee040b3e2956ed5131569,10015160,2025-02-22 15:23:40,628,338.0,SWAP,8354.715468,3,2.0,218020,72.7029,FAILED,1
2861,0xa15c905eee7a36b3733da6e56a3fde3cc95485a03c480bea44f1c3ca662c4653,10015162,2025-02-22 15:34:12,863,,WITHDRAW,4751.760106,4,2.0,23032,97.0506,SUCCESS,1
2862,0xf0f289af6c99c46c7ca80dadf554300cf2e2110b16e9f1e04a2683e24cfc8335,10015169,2025-02-22 16:06:27,115,,WITHDRAW,2054.889759,1,4.0,173032,69.6038,SUCCESS,1
2863,0x7e2be158cae236264cde166e18bc14f2fbc1ee806e37f70dd4085b1ba7cfebdf,10015169,2025-02-22 16:09:13,292,,REPAY,0.465719,2,2.0,128295,74.0439,SUCCESS,1
2864,0x99a59415411b227e9d146de87452f7c1e45f3a407bc185a132621840bc4ad394,10015171,2025-02-22 16:15:47,565,286.0,TRANSFER,6064.33384,5,,201054,95.9995,SUCCESS,1
2865,0x4ae9b58aa706a4da35a5184a9802e26fec35828d4890d0cc54458ff2010b1e6e,10015172,2025-02-22 16:23:52,873,,BORROW,226.316274,1,4.0,48116,21.2905,SUCCESS,1
2866,0xb5dd454ccb6164921b5fcafc4bef4f4d97711a433bf81e4c0aa5f4c2d00c7b25,10015181,2025-02-22 17:05:25,730,,DEPOSIT,4056.306683,3,4.0,214576,31.5467,SUCCESS,1
2867,0x41bbe82780ea5e25d9d60ae83bb83e742ce5b8bc9578d4a3631c8a790a3d23f8,10015183,2025-02-22 17:16:10,877,573.0,SWAP,6991.520261,3,1.0,66542,66.2962,SUCCESS,1
2868,0xc17ae6a66c6ba50adee329c4cc1a60af7c25c1d64045112aa927d168f0ff79a5,10015190,2025-02-22 17:50:52,913,,WITHDRAW,7139.193779,2,3.0,227353,99.681,SUCCESS,1
2869,0x180a8f9309a837acd54177cb1d249fb6cdc08dd41e6d4b540e6c14dbea91af9f,10015202,2025-02-22 18:50:02,834,,REPAY,639.964008,2,4.0,144698,74.1648,SUCCESS,1
2870,0x1e9ec4fe1efc9bfdfcff2d90cdbc2af937109a1783e3f271e57da5151fb9efc7,10015203,2025-02-22 18:58:59,881,214.0,TRANSFER,9183.85671,1,,106383,44.0521,SUCCESS,1
2871,0x6b6f92e3ad29835003d71e309a4f46d850cce0900e89d2fb80fbd6c0d620404f,10015208,2025-02-22 19:24:22,653,,DEPOSIT,3423.097028,1,1.0,212040,75.6053,SUCCESS,1
2872,0x79ecd6cbb72eb16edd9a326077bc5c11b65c0509d0447510d92314d0cce2db63,10015210,2025-02-22 19:31:17,67,,WITHDRAW,6754.606398,4,1.0,176849,34.9836,SUCCESS,1
2873,0xe643ab08c67324e09fa56eda54dd3f7f35eb4da5a7c3006c55b75f620561d303,10015218,2025-02-22 20:14:13,955,746.0,TRANSFER,1217.004023,5,,52263,16.846,FAILED,1
2874,0x7a8e9bf2ae91d984b0606b22dde94538ce9b4378834187021614b9807adb8869,10015234,2025-02-22 21:32:35,956,730.0,TRANSFER,9678.68857,1,,245463,55.4354,FAILED,1
2875,0xe5d1c799ad390d489620b0b9191a8d1bacf55014693710ee1fbed5011c5e15f4,10015244,2025-02-22 22:21:51,62,,REPAY,2296.05506,3,2.0,149312,29.1597,SUCCESS,1
2876,0xd7d2feebc2dc3a7d44322a209ed96e2618d20d5a9d16bdce28b6ee14aeabb4c8,10015247,2025-02-22 22:39:38,750,,WITHDRAW,2419.342489,3,2.0,196401,53.4567,FAILED,1
2877,0x2729fcd25b8afdb6cfa8104aa40cc91195fe2e1bf5851a4dbb38fd028f9a33f4,10015248,2025-02-22 22:44:09,300,,WITHDRAW,57.271323,4,4.0,167934,89.862,SUCCESS,1
2878,0x364a0d5a7b324a2b57c2e2001cab72d257f47ce7dc992e34bcd65b2338bdb156,10015251,2025-02-22 22:55:47,648,,BORROW,3409.909702,2,2.0,43687,77.5868,SUCCESS,1
2879,0x26a33292e32f5db1c9881e01b62095e6ac35862dbd5e48cb3fd91743c2ea8fe0,10015255,2025-02-22 23:18:02,745,,WITHDRAW,7551.967352,5,2.0,170881,97.443,SUCCESS,1
2880,0xbb90838503e9bd053a643660fde076b7e362e1c19136baa222c41005fc62d422,10015258,2025-02-22 23:30:46,62,555.0,TRANSFER,3612.251925,4,,74285,59.4382,SUCCESS,1
2881,0x8e3f9b12a9a1546ee4abe2889b38e5f5687e937e51532898215ad4ecd0ea5009,10015265,2025-02-23 00:08:43,221,,DEPOSIT,641.141357,3,4.0,219700,84.2747,SUCCESS,1
2882,0xb8be069fd779d77af680c46a025d77fa26aa8757ea8225603da62d36c09e0e6a,10015285,2025-02-23 01:47:46,543,,BORROW,8308.174805,1,1.0,216303,52.5148,SUCCESS,1
2883,0x37e0ab9a1da74a00672efc1c355ab5468fe460b0fe45a4d93bb0422091b43a74,10015285,2025-02-23 01:48:17,852,22.0,SWAP,8109.318684,4,1.0,224610,15.4694,SUCCESS,1
2884,0x1239b93a195850039cd0a215022c051c53c9ec27346d23a51792491953ef025e,10015287,2025-02-23 01:58:22,647,,DEPOSIT,1650.571476,4,2.0,241372,81.5028,SUCCESS,1
2885,0x81d369f37c3769863fb547eb5ea4ad8b65da93dbcc2c59a09bbea71bac513619,10015292,2025-02-23 02:24:16,724,,BORROW,2802.328007,5,2.0,61514,70.5148,SUCCESS,1
2886,0xc5a95c08138eb2e9803a723bb3afed690b564c84c3c138a1824870a18dfaa3ce,10015294,2025-02-23 02:34:49,709,,BORROW,6195.338041,4,2.0,244457,52.7295,SUCCESS,1
2887,0x66e643b73e5392ef0f453dc7e3311cb47079b56228ef9c437551153724176415,10015296,2025-02-23 02:43:56,294,349.0,TRANSFER,3173.454143,4,,144441,45.5651,SUCCESS,1
2888,0x4d7e0de73d1153f7ab63a33df4c329c8ef71704dc5ca68b2e377592f4cc4c8eb,10015300,2025-02-23 03:02:57,694,,DEPOSIT,5026.429747,5,2.0,174610,34.4302,SUCCESS,1
2889,0xd49ddecce83f6b9880f346bb48b98392cd7341fda49e35eaf61ee0fbb5c4b4ba,10015302,2025-02-23 03:14:25,489,942.0,TRANSFER,1946.371532,1,,55701,77.9316,SUCCESS,1
2890,0xe86766b3e90d2b53926e017c587ab6551840445e23568cf2ec3d32f8958984e3,10015311,2025-02-23 03:58:57,63,,WITHDRAW,592.892368,4,2.0,215823,45.0046,SUCCESS,1
2891,0x77ef55e6f942338e84f4477bade2f41b51c80f377867caacf988bc94c7fb779a,10015317,2025-02-23 04:26:08,975,976.0,TRANSFER,9524.943302,3,,23650,65.0609,SUCCESS,1
2892,0x808b69a8d078bc12325b92f0e61b6d67756371cc7d5b2def81ce090ed1b3f8b8,10015321,2025-02-23 04:49:39,733,,WITHDRAW,7757.839386,4,3.0,120902,30.439,SUCCESS,1
2893,0x7650b2b4e97184500789e09ae986493d952240ae6a0c51b75555eb705b23e40e,10015324,2025-02-23 05:01:23,89,663.0,TRANSFER,2724.911853,2,,146471,43.1286,SUCCESS,1
2894,0xc018e226bb70fa5472d026689fcfbac34fe6780fd0a7028ae79cbf557862d175,10015325,2025-02-23 05:06:09,129,494.0,SWAP,627.869237,5,1.0,241348,85.4455,SUCCESS,1
2895,0x7defe43ba0c921bc6c43cacc1d1b12be9e3258ff2e2cd7486c50b1f33f5fd226,10015346,2025-02-23 06:52:59,215,,WITHDRAW,1949.284164,4,2.0,81436,29.5389,SUCCESS,1
2896,0xad139e6139e95eb24c53b82b9fcb1da1826496b56cd0f2c72c9bdae6a5bfd09d,10015348,2025-02-23 07:02:04,265,,BORROW,7001.805234,5,3.0,223054,56.7672,SUCCESS,1
2897,0xfa613f19b5eacfba8a81bfc0563618517e9408b0c42ea2dce885b6d6a2aa3279,10015353,2025-02-23 07:28:59,477,,BORROW,6774.277135,2,4.0,217847,62.1757,SUCCESS,1
2898,0xaf711a1864d38b88e05cbd071632eb5271130c7de2137508ddd92d341f380085,10015364,2025-02-23 08:20:55,105,,BORROW,8263.066106,2,4.0,208270,89.6812,SUCCESS,1
2899,0xb7ad5548ee447898460cfb4232cb809ec47916725781703a2d0943ef57ee5f64,10015364,2025-02-23 08:23:04,8,146.0,SWAP,9356.700388,2,3.0,215789,50.1194,SUCCESS,1
2900,0x40b3ae98f965f8016ca0b6e6ca4ed3044ece22a2eba2ec9379adc055f318967c,10015370,2025-02-23 08:54:26,274,780.0,TRANSFER,6831.170098,2,,161877,89.8514,SUCCESS,1
2901,0xbf812a82c91c99cdde5be7467faa9cfa4d6762dd6881040802eb6d04b78e0a09,10015378,2025-02-23 09:30:28,527,409.0,TRANSFER,1287.547646,1,,164504,66.3343,SUCCESS,1
2902,0xc2c1c2d86c5b3c04a44d331473f1ed2e7e9a6cf80cb4cf7bbdf09df0311b345d,10015387,2025-02-23 10:18:36,13,,REPAY,5921.512335,1,3.0,50798,52.9767,SUCCESS,1
2903,0xe775b2241e23c9c2d328a5eeb075568989401c3b035cb3010b4b2ebff7e1dc13,10015391,2025-02-23 10:36:16,432,17.0,SWAP,3701.595606,4,3.0,101520,37.2207,SUCCESS,1
2904,0x6db5ab4521c1581959c67353458803d72cda30029fff5865163bad0270c3d357,10015397,2025-02-23 11:06:17,852,502.0,TRANSFER,7917.587896,5,,196300,24.1608,SUCCESS,1
2905,0x1495a94d86f62e492ca2d2e1796143d7322e09e27049208857a8bd435f6b5ca4,10015400,2025-02-23 11:21:25,297,,LIQUIDATION,8525.735496,2,2.0,139044,27.8397,SUCCESS,1
2906,0xf4702965168ba44ca7aa98c8f4bb7e2cc0da3683341322fa9be87ee46868640a,10015402,2025-02-23 11:31:22,993,,DEPOSIT,6171.235997,5,3.0,55809,57.3556,SUCCESS,1
2907,0xafc4c9a529e241144dd099525f3e6641d77d9577a9ddca1fdbca6c54bed29c13,10015410,2025-02-23 12:12:18,570,,BORROW,2287.389333,5,1.0,180170,52.1874,SUCCESS,1
2908,0xe99f3bb99322da0254f8e0f3fe5273d9e8a8fbcb0e5e7e85ac1fdda3033b66a7,10015415,2025-02-23 12:37:15,939,223.0,SWAP,6936.923671,2,1.0,64248,18.5143,SUCCESS,1
2909,0x302f2eb4b1c9afe81832d2561478840331cd5b386ffa9778ac42f93535388981,10015428,2025-02-23 13:41:09,523,691.0,SWAP,7980.699471,4,3.0,199503,71.6453,SUCCESS,1
2910,0xb85501c09290feb87cd927110ad8771d1af3fb2b2924afbe602eb9797429d7ba,10015431,2025-02-23 13:57:32,31,,LIQUIDATION,3123.880347,1,4.0,214053,68.4415,SUCCESS,1
2911,0x7c51e0d4f9e088b76ba78d494d427375ed4e24adeafa1a3be61f4730df1491f0,10015431,2025-02-23 13:59:10,415,,BORROW,9905.623219,4,2.0,144478,18.4258,SUCCESS,1
2912,0x1b90129fc442aa9ea6dbcf5e6db22d3807e5d1544f0346b8fb8ae6c2d59c64f3,10015432,2025-02-23 14:03:12,305,545.0,SWAP,1431.835713,4,2.0,210833,65.4074,SUCCESS,1
2913,0xf4a7d605b2a57eaf4d7377af7ef5e5db7a224723ef6693d77384dc22d88a46de,10015432,2025-02-23 14:04:31,912,343.0,TRANSFER,3111.091261,2,,120911,25.2007,SUCCESS,1
2914,0xfa5a0cd15e77b73bdef581419de8d62102b0bce887a08d6bd3b8bfd03d41b791,10015440,2025-02-23 14:43:10,106,411.0,SWAP,2956.614312,2,4.0,129693,30.5067,SUCCESS,1
2915,0x99487c7c8bfeed9a0290330205d8f24a89be6a561256a5b8162bb137cf5a378a,10015446,2025-02-23 15:11:20,619,611.0,TRANSFER,82.154536,3,,112191,38.8347,SUCCESS,1
2916,0xfd90608c6d58b54b20d7a8bca6e246233b4d100b17be553a85ec42f853a65d37,10015456,2025-02-23 16:02:26,762,798.0,SWAP,754.119292,3,2.0,149607,29.548,SUCCESS,1
2917,0x3fae504df9254dc1eb2033aa72ec3645504c61205c85a9096f195a27cb121131,10015458,2025-02-23 16:14:28,55,,BORROW,6655.647206,1,1.0,143615,94.6013,SUCCESS,1
2918,0xfa57b2caad7493c5065b8c29af8c4804c5dee5b70d8e35e95ad7169231bea1d5,10015462,2025-02-23 16:30:19,390,761.0,TRANSFER,3515.730891,2,,229333,51.5084,SUCCESS,1
2919,0x108e27852754ecb416a908f426b4181436b7024bba0d1f1cd351ad8fc7c6c6cb,10015463,2025-02-23 16:37:11,738,,REPAY,9263.117623,2,3.0,168922,29.2444,SUCCESS,1
2920,0xee5eda96f9a3aae2e903bbbcceb4b1f1b8fb7630e4016db3eaa2507989ce7e27,10015471,2025-02-23 17:16:49,67,817.0,SWAP,343.518886,1,1.0,164842,56.7458,SUCCESS,1
2921,0x6231dace47c962863685d8adcd542aa2ae6c9c7582f723e0d7b9893ed14f2c11,10015473,2025-02-23 17:25:17,406,,DEPOSIT,9761.864934,4,2.0,129357,37.8588,SUCCESS,1
2922,0xa2871b724bb586631f0a5e76ace0abe7714cb55af308391f7a96482c3f3c2a6b,10015484,2025-02-23 18:22:38,947,,DEPOSIT,6648.090859,5,2.0,181966,42.6761,SUCCESS,1
2923,0xbb2dac073b4fc829cafb217c28040cfdbbcea65dd01569b71a36d29a69b41463,10015489,2025-02-23 18:45:46,962,442.0,SWAP,5998.706476,1,1.0,129746,36.3372,SUCCESS,1
2924,0xc60daeb7679c52c6764f7c873114240395f0797d1459579211d2f8e0b15998bc,10015499,2025-02-23 19:35:27,961,,REPAY,755.739877,3,1.0,149671,83.3149,SUCCESS,1
2925,0xe848094250c37eed1b06a57a47b1fef579409c842d707402aebc61a35793ce15,10015503,2025-02-23 19:55:30,733,,BORROW,2623.92181,4,3.0,76943,71.98,SUCCESS,1
2926,0xaa6f4d9168e8f5d2dffb7961fd4b7326ca869e43706cfb744d579a72161d73e0,10015507,2025-02-23 20:15:11,992,563.0,SWAP,1316.371773,1,3.0,28862,69.3263,SUCCESS,1
2927,0xc68d22c6e4229f81526935101392bdf7406f7cc73eb694bd46f411343643a971,10015509,2025-02-23 20:25:16,399,556.0,TRANSFER,7404.099398,3,,176560,57.5799,SUCCESS,1
2928,0x72cacf0f1ed13e485a1e75e5ded7139e157bc7fa7be99468869d691752277115,10015511,2025-02-23 20:39:51,772,,REPAY,1018.218473,4,3.0,32376,64.5607,SUCCESS,1
2929,0xdae702c86443634d1082092e4092e71bdd08a9364ca8daad07c1d2c7d5a6ee4a,10015517,2025-02-23 21:05:36,413,,REPAY,752.8444,5,1.0,36140,23.4817,SUCCESS,1
2930,0x67f71eec5c0ba33489de69a826f414631f6d175885fa55c699c09eb3cbc58a25,10015531,2025-02-23 22:19:59,47,606.0,SWAP,3938.879834,4,3.0,188714,24.886,SUCCESS,1
2931,0x61020411d5363ab809fb4447c9d9bb061fbfb67bc9b09e82ede0396f0d3057ae,10015534,2025-02-23 22:30:40,953,,DEPOSIT,2518.841806,2,3.0,107501,25.9124,SUCCESS,1
2932,0xda797de2449835e52e66143ee1048a0f526dfd1198079d1c8452da6dbb61c878,10015538,2025-02-23 22:52:09,115,,REPAY,715.314062,3,4.0,139455,15.7148,SUCCESS,1
2933,0xa7f1d8eb264f14ae85cebef97bd87deddc9cbe725fe4fd7469c47fa8c0aab005,10015542,2025-02-23 23:14:04,534,889.0,TRANSFER,4201.879321,3,,132979,10.0623,SUCCESS,1
2934,0x04d2fbf166d2f81be15850acf3ba8b469ec5e851f8e741b91c67d4df9bf55caf,10015553,2025-02-24 00:06:00,307,,BORROW,4821.700188,1,2.0,93405,51.36,SUCCESS,1
2935,0xd78d4a2b407be54c1c8ffd8de2b12af26fc37c29970fcf22b247e0345ea36c74,10015555,2025-02-24 00:18:22,753,760.0,TRANSFER,4266.032139,1,,51354,83.1241,SUCCESS,1
2936,0xf08c1f3b34abd3551b7eaf1b338f2d12aa3e9fb5ef4a5f222f07d26efa9e3e76,10015559,2025-02-24 00:37:32,46,589.0,TRANSFER,6990.537723,4,,165506,80.9786,FAILED,1
2937,0xda8fdf37874876f4c386589c3a5968d6d7a43951ac0eea2cbd0c314f606df619,10015566,2025-02-24 01:10:51,728,,BORROW,519.811051,5,1.0,53144,38.247,SUCCESS,1
2938,0x11d656a522bfbccf95965827edaf421a65b7b408d7ef790f2b0a2f61e974e81f,10015575,2025-02-24 01:59:22,617,,REPAY,5676.471521,2,4.0,21332,19.0375,SUCCESS,1
2939,0x3fd996c1ba5dde9cdf8ef2d9de361074c691164ce740a0e745e14548e7573219,10015585,2025-02-24 02:47:18,229,1.0,TRANSFER,1681.829239,1,,245023,53.3728,SUCCESS,1
2940,0x5b9519f6c8020fb12697f42978c5b60f5a04843765e4f91fb81dc008ca55d598,10015596,2025-02-24 03:43:28,809,897.0,TRANSFER,695.113336,1,,233506,41.8439,SUCCESS,1
2941,0x00d3e9998598cd406216c4d65d56d1e1a00ead802c7a78915c46fa00c2b83567,10015603,2025-02-24 04:15:50,477,,REPAY,3023.293639,3,1.0,232922,18.1555,SUCCESS,1
2942,0xaf003fb87338da4fc908a5a4e37dbfcb9fbb81229505f2cf079c85d31bd55be9,10015609,2025-02-24 04:45:26,303,,DEPOSIT,9134.339447,1,2.0,210798,43.631,SUCCESS,1
2943,0xc9cda973072aeea431b076f3a19acb460a6f4c7ff6150ac29ae626940a975a14,10015612,2025-02-24 05:01:50,899,,REPAY,901.074612,1,2.0,160527,49.422,SUCCESS,1
2944,0x936cdc2352a16e49523ba1693ddf10a94188d98968c711eae1e27ce19ab30d2f,10015626,2025-02-24 06:11:35,514,,BORROW,4881.96896,4,1.0,189299,38.007,SUCCESS,1
2945,0xa556c4ef8631d1d63d77f92507c842fc2d161415d615d381ead004847d007c4f,10015638,2025-02-24 07:10:05,971,,BORROW,7537.01436,2,2.0,243720,60.265,SUCCESS,1
2946,0xf0c8dc6f7053e96effa2da2a1f8a6bc7ddae1a407438df2dd50769fa0166713e,10015643,2025-02-24 07:35:34,733,941.0,TRANSFER,6005.624063,1,,175924,29.8003,SUCCESS,1
2947,0xdf9df618fa142e08281471305df6f62ce7fdd0b158368d778ce577124a376ab1,10015646,2025-02-24 07:51:02,833,,BORROW,5807.226168,2,3.0,56328,13.7882,SUCCESS,1
2948,0x8c8ff28010b1ee0d9bc7fdf9619a16cac12ad4f1a569ddb3f24e6576447de96e,10015648,2025-02-24 08:04:49,893,,DEPOSIT,6660.595882,3,1.0,237752,29.1878,SUCCESS,1
2949,0x80974155374011fe9b1902b423fbea9714881a26874f1d66961f845de69aabcd,10015650,2025-02-24 08:13:00,894,,WITHDRAW,3638.522349,4,4.0,122018,23.905,SUCCESS,1
2950,0xc2f7fbb42fd409049cf19d1f715b0b3df83f2b53e987e11a9b1fcb016c940726,10015669,2025-02-24 09:47:52,460,410.0,TRANSFER,692.249853,1,,68530,91.4604,SUCCESS,1
2951,0xb90e48bd845845705ea9fe5e3cde144cbe679ed659447b48c178d441e0905850,10015673,2025-02-24 10:08:13,808,,REPAY,215.460699,1,2.0,176165,99.6977,FAILED,1
2952,0x4124a553f7ced122a93bbaeb5de0490c01404b0bd8719772113e8c2f2b0ae306,10015675,2025-02-24 10:17:36,380,,BORROW,1190.657481,1,2.0,33600,84.8316,SUCCESS,1
2953,0x05251c4fb6d159a76a8e58cee064aee98b10dc24eb697964f34ac9729103bacc,10015678,2025-02-24 10:30:36,65,,WITHDRAW,8749.267945,2,2.0,180567,93.3549,SUCCESS,1
2954,0xa0df1eb4d34e71a28d16b9d19175490420d4dde8946d2d8ed26438c5319363cc,10015679,2025-02-24 10:37:58,201,,BORROW,5878.793457,3,3.0,222585,54.5789,SUCCESS,1
2955,0x82076e8340eb7b412bdc109ee2d36307f75a34325b65f115e2a023e5d1063316,10015684,2025-02-24 11:02:18,738,,REPAY,1155.949084,2,2.0,194735,40.6759,SUCCESS,1
2956,0xc7d97c00a763a0a8223839856a05d4b6ba2456bec74060821e55e3cf99f568dd,10015692,2025-02-24 11:42:36,441,,REPAY,261.993514,5,1.0,205521,44.8213,SUCCESS,1
2957,0x2e5dbae686e9cfef46b8a93ddd331c4d51cc55d2e2019376157f068d6515cf24,10015693,2025-02-24 11:45:54,111,561.0,SWAP,3599.508923,1,3.0,44344,15.8592,SUCCESS,1
2958,0x224a446d2c5bf6ffc785e0cf809b11d9b4fb2bc7688e31d48a5cc86add0adc93,10015704,2025-02-24 12:40:01,773,,BORROW,158.269111,2,4.0,227051,34.6677,SUCCESS,1
2959,0xb28c11825049c37998b51f35fd137816a1733e4a21c9968325f83cef93c55f2d,10015710,2025-02-24 13:14:28,106,,WITHDRAW,2558.536705,1,3.0,127710,85.5851,SUCCESS,1
2960,0x5fdd38b9827372f58bc335f5bfbb9fb74a139ac2bde657ba33d851cde2bc1b6a,10015713,2025-02-24 13:25:26,898,626.0,TRANSFER,9071.296783,4,,231879,79.6978,SUCCESS,1
2961,0x7c7d721857e9aa1df3f536f1cf1cc2374e770f8c7d822a873df5ba864c2a115f,10015714,2025-02-24 13:33:28,861,,REPAY,719.588178,3,3.0,28821,83.8204,SUCCESS,1
2962,0xc1c2b658b1c0eb98f6ccb544843e63ea25889af05e1bba58a1b98f454607fec6,10015719,2025-02-24 13:57:04,12,,WITHDRAW,4145.569378,3,1.0,140729,33.6048,SUCCESS,1
2963,0x033201fa33687f17fa8eef7d5d6c92090068b0ee6063c275a01b92614b1f9dc7,10015734,2025-02-24 15:12:56,408,,REPAY,3.110078,5,3.0,88604,22.7494,SUCCESS,1
2964,0xe7f7735a800248cda1b45997e2fa72679566f13379dfb2704cb4b676f8b88bcf,10015738,2025-02-24 15:30:06,281,,BORROW,2974.523219,2,1.0,246285,99.7132,SUCCESS,1
2965,0xe1a010e4cd8ea6477bbe1e8bf7876fdc88391513c2a98834566bcfcf94819f21,10015743,2025-02-24 15:57:58,454,,REPAY,166.393897,2,3.0,179549,17.7018,SUCCESS,1
2966,0x5b387403b6366866ff95f8020b5cc5b67a33fdac319547a49bb2048ae73bf645,10015743,2025-02-24 15:59:33,615,,REPAY,1055.596665,1,4.0,150858,22.5086,SUCCESS,1
2967,0xf5886b47b66cce78501046d60a18bd8dcb910fe3cc2f92c20819023b170a25ef,10015749,2025-02-24 16:28:32,646,,REPAY,7818.468087,3,4.0,24754,22.1276,SUCCESS,1
2968,0x1e68bba6b88e4d854b38b1b4680940baf908a52d9ac1aa91af22698a7e455f96,10015759,2025-02-24 17:16:14,802,624.0,SWAP,857.175504,4,4.0,122435,22.3395,SUCCESS,1
2969,0xc1e52ce035283fc063051ba1e8c8e3f919b005bc60c60041f2174e8dfa754652,10015762,2025-02-24 17:32:52,737,787.0,SWAP,5971.673498,2,3.0,232789,94.7106,SUCCESS,1
2970,0xe709bddcd23dfeecada345586da347fe4d1bb65ec37679576982f01e4fdd4e04,10015776,2025-02-24 18:44:56,898,,WITHDRAW,6508.164449,4,4.0,117882,44.0631,SUCCESS,1
2971,0x4cf68f3e1c14ebd4d7273c5775e057b531e467e932f76b8bb0e288e2a55c0b6e,10015782,2025-02-24 19:11:25,860,701.0,SWAP,1589.789464,3,1.0,236445,94.1281,SUCCESS,1
2972,0x1beccb66577ad65a3bd0a3525578a8c942acf4e09182e66691b7bf5fb0b34044,10015784,2025-02-24 19:24:52,975,,BORROW,3290.664995,1,2.0,74235,40.6182,SUCCESS,1
2973,0x480fa8b7494718dcb3c0eba6bcdf6c55a1a6b1acb2ea77c52f0f078c1aeb4bdc,10015787,2025-02-24 19:38:43,350,35.0,SWAP,7453.797206,1,3.0,183346,37.801,SUCCESS,1
