account_id,proposed_label,future_liquidation_count,future_failed_tx_ratio,future_borrow_count,future_repay_count
821,MEDIUM,1,0.142857,3,0
822,LOW,0,0.0,2,5
823,MEDIUM,1,0.0,1,1
824,MEDIUM,1,0.0,0,1
825,LOW,0,0.0,2,4
826,LOW,0,0.0,0,0
827,HIGH,3,0.0,2,0
828,LOW,0,0.0,1,4
829,MEDIUM,1,0.0,1,1
830,LOW,0,0.0,0,0
831,LOW,0,0.0,0,2
832,LOW,0,0.0,1,5
833,LOW,0,0.0,1,6
834,LOW,0,0.0,0,3
835,MEDIUM,1,0.0,1,2
836,MEDIUM,1,0.1,0,4
837,LOW,0,0.0,0,0
838,LOW,0,0.0,0,0
839,LOW,0,0.0,1,1
840,LOW,0,0.0,1,11
841,HIGH,2,0.0,4,0
842,LOW,0,0.0,0,0
843,LOW,0,0.0,0,9
844,MEDIUM,0,0.166667,1,3
845,MEDIUM,1,0.125,2,2
846,MEDIUM,1,0.125,1,5
847,LOW,0,0.0,0,2
848,MEDIUM,0,0.142857,2,3
849,LOW,0,0.0,0,3
850,MEDIUM,0,0.111111,1,0
851,LOW,0,0.0,1,8
852,LOW,0,0.0,1,4
853,LOW,0,0.0,1,7
854,LOW,0,0.0,1,3
855,LOW,0,0.0,2,3
856,LOW,0,0.0,1,1
857,LOW,0,0.0,0,0
858,MEDIUM,1,0.0,3,1
859,LOW,0,0.0,0,0
860,LOW,0,0.0,0,3
861,LOW,0,0.0,1,0
862,MEDIUM,1,0.0,1,1
863,LOW,0,0.0,0,0
864,LOW,0,0.0,1,11
865,LOW,0,0.0,1,0
866,LOW,0,0.0,0,0
867,MEDIUM,0,0.1,1,9
868,MEDIUM,0,0.125,1,5
869,LOW,0,0.0,1,5
870,MEDIUM,0,0.125,0,8
871,MEDIUM,1,0.0,2,2
872,LOW,0,0.0,0,8
873,HIGH,0,0.25,0,0
874,LOW,0,0.0,3,2
875,LOW,0,0.0,1,3
876,LOW,0,0.0,0,2
877,HIGH,0,0.2,2,1
878,LOW,0,0.0,0,0
879,LOW,0,0.0,0,0
880,LOW,0,0.0,1,0
881,LOW,0,0.0,1,0
882,MEDIUM,1,0.0,2,4
883,LOW,0,0.0,0,6
884,LOW,0,0.0,2,3
885,MEDIUM,0,0.166667,0,0
886,MEDIUM,0,0.111111,1,4
887,LOW,0,0.0,0,9
888,MEDIUM,1,0.0,2,1
889,LOW,0,0.0,0,5
890,LOW,0,0.0,0,9
891,MEDIUM,0,0.166667,0,5
892,LOW,0,0.0,0,6
893,LOW,0,0.0,0,4
894,LOW,0,0.0,1,4
895,MEDIUM,1,0.0,0,3
896,LOW,0,0.0,0,4
897,LOW,0,0.0,0,0
898,HIGH,0,0.2,0,5
899,LOW,0,0.0,0,0
900,HIGH,0,0.25,0,0
901,LOW,0,0.0,0,0
902,LOW,0,0.0,1,2
903,LOW,0,0.0,0,4
904,LOW,0,0.0,0,2
905,HIGH,2,0.0,1,1
906,LOW,0,0.0,0,4
907,LOW,0,0.0,0,4
908,LOW,0,0.0,1,13
909,LOW,0,0.0,0,4
910,HIGH,1,0.2,2,1
911,LOW,0,0.090909,0,0
912,LOW,0,0.0,0,6
913,LOW,0,0.0,0,4
914,LOW,0,0.0,0,4
915,LOW,0,0.0,0,0
916,HIGH,0,0.2,0,0
917,LOW,0,0.0,0,7
918,LOW,0,0.0,0,5
919,LOW,0,0.0,0,9
920,MEDIUM,0,0.142857,0,6
921,LOW,0,0.0,2,3
922,MEDIUM,1,0.0,0,0
923,LOW,0,0.0,0,7
924,LOW,0,0.0,1,2
925,LOW,0,0.0,0,3
926,LOW,0,0.0,0,9
927,MEDIUM,0,0.1,0,7
928,MEDIUM,1,0.0,1,1
929,LOW,0,0.0,1,0
930,LOW,0,0.0,0,0
931,LOW,0,0.0,0,0
932,MEDIUM,1,0.133333,2,4
933,MEDIUM,1,0.166667,2,2
934,LOW,0,0.090909,0,11
935,LOW,0,0.0,0,0
936,MEDIUM,1,0.0,0,1
937,MEDIUM,1,0.0,6,0
938,LOW,0,0.0,0,0
939,MEDIUM,0,0.125,1,0
940,LOW,0,0.0,0,5
941,HIGH,0,0.2,0,5
942,LOW,0,0.0,1,5
943,LOW,0,0.0,0,6
944,LOW,0,0.0,1,5
945,MEDIUM,0,0.166667,0,5
946,HIGH,2,0.0,3,2
947,LOW,0,0.0,0,0
948,MEDIUM,1,0.0,1,7
949,LOW,0,0.0,0,7
950,MEDIUM,0,0.125,0,6
951,LOW,0,0.0,0,5
952,MEDIUM,0,0.166667,1,0
953,LOW,0,0.0,0,5
954,HIGH,3,0.0,2,0
955,LOW,0,0.0,0,6
956,LOW,0,0.0,0,0
957,LOW,0,0.0,0,0
958,LOW,0,0.0,0,4
959,LOW,0,0.0,1,2
960,LOW,0,0.0,0,7
961,LOW,0,0.0,0,5
962,LOW,0,0.0,1,4
963,MEDIUM,0,0.166667,0,6
964,HIGH,2,0.0,2,0
965,LOW,0,0.0,0,0
966,LOW,0,0.0,0,0
967,LOW,0,0.0,0,6
968,LOW,0,0.0,1,7
969,LOW,0,0.0,0,0
970,HIGH,0,0.333333,0,0
971,LOW,0,0.0,1,2
972,HIGH,0,0.2,0,0
973,MEDIUM,1,0.0,1,4
974,LOW,0,0.0,2,4
975,LOW,0,0.0,1,3
976,MEDIUM,1,0.0,0,0
977,MEDIUM,1,0.111111,0,7
978,LOW,0,0.0,1,2
979,MEDIUM,1,0.1,1,4
980,MEDIUM,0,0.111111,1,8
981,LOW,0,0.0,0,2
982,LOW,0,0.0,0,9
983,LOW,0,0.0,0,6
984,LOW,0,0.0,0,6
985,LOW,0,0.0,0,7
986,LOW,0,0.0,0,9
987,MEDIUM,0,0.111111,0,0
988,LOW,0,0.0,1,3
989,LOW,0,0.0,1,5
990,LOW,0,0.0,2,2
991,LOW,0,0.0,0,0
992,LOW,0,0.0,0,9
993,MEDIUM,0,0.1,0,7
994,LOW,0,0.0,0,1
995,LOW,0,0.0,1,2
996,LOW,0,0.0,1,4
997,LOW,0,0.0,0,5
998,LOW,0,0.0,0,3
999,LOW,0,0.0,0,3
1000,LOW,0,0.0,0,2
