feature_id,account_id,transaction_count,successful_transactions,failed_transactions,failed_tx_ratio,total_volume,borrow_count,borrow_volume,repay_count,repay_volume,repayment_ratio,deposit_volume,withdrawal_volume,net_deposit_flow,unique_counterparties,unique_tokens,unique_protocols,active_days,historical_liquidation_count,borrow_to_repay_ratio,withdrawal_to_deposit_ratio,liquidation_rate,borrow_intensity,transactions_per_active_day,borrow_volume_ratio,repay_to_borrow_ratio,borrow_frequency,repay_frequency,withdrawal_pressure,deposit_retention_ratio,average_transaction_value,average_borrow_value,average_repay_value,future_liquidation_count,future_borrow_count,future_repay_count,future_failed_tx_ratio,risk_label,risk_label_id
255,255,24,24,0,0.0,49445.327577,3,17272.555127,18,15351.485826,0.888779,6954.344301,0.0,6954.344301,1,5,4,21,1,1.125139,0.0,0.333333,0.349326,1.142857,0.349326,0.888779,0.142857,0.857143,0.0,1.0,2060.221982375,5757.5183756667,852.8603236667,0.0,0.0,4.0,0.0,LOW,0
256,256,12,11,1,0.083333,63346.146597,2,12390.10443,3,7258.476425,0.585829,3573.831047,1633.194647,1940.6364,4,4,3,9,1,1.706984,0.456987,0.5,0.195594,1.333333,0.195594,0.585829,0.222222,0.333333,0.025782,0.543013,5278.84554975,6195.052215,2419.4921416667,1.0,3.0,1.0,0.0,MEDIUM,1
257,257,17,17,0,0.0,19576.833654,2,5212.745806,12,5201.697248,0.99788,0.0,0.0,0.0,3,5,2,17,0,1.002124,0.0,0.0,0.266271,1.0,0.266271,0.99788,0.117647,0.705882,0.0,0.0,1151.5784502353,2606.372903,433.4747706667,0.0,0.0,5.0,0.0,LOW,0
258,258,12,12,0,0.0,57482.111075,2,12824.389166,2,2542.803114,0.198279,0.0,8300.016776,-8300.016776,5,5,3,12,1,5.043406,0.0,0.5,0.223102,1.0,0.223102,0.198279,0.166667,0.166667,0.144393,0.0,4790.1759229167,6412.194583,1271.401557,0.0,2.0,4.0,0.0,LOW,0
259,259,14,14,0,0.0,65627.628756,1,7166.217648,3,6579.93066,0.918187,11557.69071,0.0,11557.69071,8,5,3,13,0,1.089102,0.0,0.0,0.109195,1.076923,0.109195,0.918187,0.076923,0.230769,0.0,1.0,4687.6877682857,7166.217648,2193.31022,0.0,0.0,5.0,0.0,LOW,0
260,260,11,10,1,0.090909,20744.42371,1,891.752041,6,891.014093,0.999172,0.0,0.0,0.0,4,5,3,9,0,1.000828,0.0,0.0,0.042988,1.222222,0.042988,0.999172,0.111111,0.666667,0.0,0.0,1885.8567009091,891.752041,148.5023488333,1.0,0.0,3.0,0.0,MEDIUM,1
261,261,12,12,0,0.0,61648.614429,0,0.0,0,0.0,0.0,19001.754966,0.0,19001.754966,9,5,3,12,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5137.38453575,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0
262,262,11,11,0,0.0,56513.506079,0,0.0,0,0.0,0.0,25837.527373,1522.676052,24314.851321,5,5,4,11,0,0.0,0.058933,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.026944,0.941067,5137.5914617273,0.0,0.0,2.0,2.0,0.0,0.0,HIGH,2
263,263,10,10,0,0.0,53323.284751,0,0.0,0,0.0,0.0,12841.019609,23800.16085,-10959.141241,4,5,3,8,0,0.0,1.853448,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.446337,-0.853448,5332.3284751,0.0,0.0,0.0,1.0,3.0,0.0,LOW,0
264,264,16,12,4,0.25,103237.771476,6,39126.937086,1,7906.780187,0.20208,726.506843,1365.069095,-638.562252,3,5,3,16,4,4.94853,1.878949,0.666667,0.378998,1.0,0.378998,0.20208,0.375,0.0625,0.013223,-0.878949,6452.36071725,6521.156181,7906.780187,1.0,1.0,0.0,0.0,MEDIUM,1
265,265,16,15,1,0.0625,40796.659689,1,408.882652,5,408.874999,0.999981,5766.617687,3581.300952,2185.316735,7,5,3,16,0,1.000019,0.62104,0.0,0.010022,1.0,0.010022,0.999981,0.0625,0.3125,0.087784,0.37896,2549.7912305625,408.882652,81.7749998,0.0,0.0,7.0,0.0,LOW,0
266,266,13,13,0,0.0,14212.339616,1,1685.55503,8,1685.520689,0.99998,4977.228654,5382.352151,-405.123497,2,5,3,12,0,1.00002,1.081395,0.0,0.118598,1.083333,0.118598,0.99998,0.083333,0.666667,0.37871,-0.081395,1093.2568935385,1685.55503,210.690086125,0.0,0.0,3.0,0.0,LOW,0
267,267,10,10,0,0.0,46896.988687,2,4837.001592,0,0.0,0.0,0.0,0.0,0.0,7,4,3,10,1,0.0,0.0,0.5,0.103141,1.0,0.103141,0.0,0.2,0.0,0.0,0.0,4689.6988687,2418.500796,0.0,0.0,0.0,0.0,0.0,LOW,0
268,268,19,19,0,0.0,40683.469427,1,992.565934,6,992.53809,0.999972,11802.766733,13539.577215,-1736.810482,6,5,3,19,0,1.000028,1.147153,0.0,0.024397,1.0,0.024397,0.999972,0.052632,0.315789,0.332803,-0.147153,2141.235233,992.565934,165.423015,0.0,0.0,4.0,0.2,HIGH,2
269,269,16,16,0,0.0,64016.130792,3,20280.371246,6,15568.451431,0.767661,4642.460895,2631.112342,2011.348553,4,5,2,16,1,1.302658,0.566749,0.333333,0.316801,1.0,0.316801,0.767661,0.1875,0.375,0.041101,0.433251,4001.0081745,6760.1237486667,2594.7419051667,0.0,0.0,6.0,0.14285714285714285,MEDIUM,1
270,270,16,16,0,0.0,43034.195926,1,8425.988088,10,8425.893135,0.999989,0.0,6613.167763,-6613.167763,3,5,2,15,0,1.000011,0.0,0.0,0.195798,1.066667,0.195798,0.999989,0.066667,0.666667,0.153672,0.0,2689.637245375,8425.988088,842.5893135,0.0,1.0,5.0,0.0,LOW,0
271,271,12,11,1,0.083333,9976.600562,1,2322.834872,10,2334.321282,1.0,0.0,0.0,0.0,1,5,3,11,0,0.995079,0.0,0.0,0.232828,1.090909,0.232828,1.004945,0.090909,0.909091,0.0,0.0,831.3833801667,2322.834872,233.4321282,0.0,1.0,3.0,0.0,LOW,0
272,272,7,7,0,0.0,12625.216597,1,308.46638,3,198.42818,0.643273,11591.86544,526.456597,11065.408843,0,4,3,7,0,1.554549,0.045416,0.0,0.024433,1.0,0.024433,0.643273,0.142857,0.428571,0.041699,0.954584,1803.602371,308.46638,66.1427266667,0.0,0.0,3.0,0.0,LOW,0
273,273,16,14,2,0.125,56038.157502,1,4223.288233,6,6793.991181,1.0,1918.862387,0.0,1918.862387,8,5,2,14,0,0.621621,0.0,0.0,0.075365,1.142857,0.075365,1.608697,0.071429,0.428571,0.0,1.0,3502.384843875,4223.288233,1132.3318635,0.0,0.0,4.0,0.0,LOW,0
274,274,18,17,1,0.055556,97997.235568,0,0.0,0,0.0,0.0,23837.077811,9223.715344,14613.362467,14,5,3,17,0,0.0,0.386948,0.0,0.0,1.058824,0.0,0.0,0.0,0.0,0.094122,0.613052,5444.2908648889,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0
275,275,13,13,0,0.0,55109.557125,1,4678.853492,1,3068.811096,0.65589,7660.938324,7258.884327,402.053997,8,4,4,13,0,1.524647,0.947519,0.0,0.084901,1.0,0.084901,0.65589,0.076923,0.076923,0.131717,0.052481,4239.1967019231,4678.853492,3068.811096,0.0,0.0,3.0,0.2,HIGH,2
276,276,12,12,0,0.0,25669.750685,1,9169.784749,8,9163.359646,0.999299,0.0,7275.05452,-7275.05452,1,4,2,11,0,1.000701,0.0,0.0,0.357221,1.090909,0.357221,0.999299,0.090909,0.727273,0.28341,0.0,2139.1458904167,9169.784749,1145.41995575,0.0,1.0,6.0,0.0,LOW,0
277,277,5,5,0,0.0,22527.847887,1,7341.196823,2,5935.742233,0.808552,0.0,0.0,0.0,2,4,2,5,0,1.236778,0.0,0.0,0.325872,1.0,0.325872,0.808552,0.2,0.4,0.0,0.0,4505.5695774,7341.196823,2967.8711165,0.0,2.0,5.0,0.0,LOW,0
278,278,15,15,0,0.0,89516.527153,1,6411.547253,0,0.0,0.0,1323.223198,19904.645709,-18581.422511,10,5,2,15,0,0.0,15.042546,0.0,0.071624,1.0,0.071624,0.0,0.066667,0.0,0.222357,-14.042546,5967.7684768667,6411.547253,0.0,0.0,0.0,8.0,0.0,LOW,0
279,279,9,9,0,0.0,38168.423553,1,7770.257622,3,6705.602646,0.862983,3432.554134,16157.781524,-12725.22739,1,5,2,9,0,1.158771,4.707218,0.0,0.203578,1.0,0.203578,0.862983,0.111111,0.333333,0.423329,-3.707218,4240.9359503333,7770.257622,2235.200882,0.0,0.0,5.0,0.0,LOW,0
280,280,9,9,0,0.0,30796.39713,1,3548.75436,3,3463.343905,0.975932,3189.255396,2571.093943,618.161453,3,3,3,8,0,1.024661,0.806174,0.0,0.115233,1.125,0.115233,0.975932,0.125,0.375,0.083487,0.193826,3421.8219033333,3548.75436,1154.4479683333,0.0,2.0,4.0,0.0,LOW,0
281,281,13,12,1,0.076923,87194.87122,6,34690.982028,1,2137.632969,0.061619,0.0,0.0,0.0,4,4,3,13,2,16.22869,0.0,0.333333,0.397856,1.0,0.397856,0.061619,0.461538,0.076923,0.0,0.0,6707.2977861538,5781.830338,2137.632969,1.0,1.0,0.0,0.16666666666666666,MEDIUM,1
282,282,12,12,0,0.0,42977.387356,2,11262.293662,5,9392.185766,0.83395,6208.861628,0.0,6208.861628,3,4,2,12,1,1.199113,0.0,0.5,0.262052,1.0,0.262052,0.83395,0.166667,0.416667,0.0,1.0,3581.4489463333,5631.146831,1878.4371532,0.0,1.0,7.0,0.0,LOW,0
283,283,18,17,1,0.055556,25341.243554,2,6348.634884,13,6348.628494,0.999999,7599.209105,0.0,7599.209105,2,4,4,17,0,1.000001,0.0,0.0,0.250526,1.058824,0.250526,0.999999,0.117647,0.764706,0.0,1.0,1407.8468641111,3174.317442,488.356038,0.0,0.0,4.0,0.0,LOW,0
284,284,9,9,0,0.0,60340.235108,0,0.0,0,0.0,0.0,8227.033831,0.0,8227.033831,8,4,1,9,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6704.4705675556,0.0,0.0,0.0,1.0,0.0,0.0,LOW,0
285,285,17,17,0,0.0,61370.642707,0,0.0,0,0.0,0.0,12942.597595,15764.620583,-2822.022988,11,5,1,16,0,0.0,1.218041,0.0,0.0,1.0625,0.0,0.0,0.0,0.0,0.256876,-0.218041,3610.0378062941,0.0,0.0,0.0,1.0,4.0,0.0,LOW,0
286,286,18,18,0,0.0,89067.631199,0,0.0,0,0.0,0.0,18104.097743,20042.205274,-1938.107531,10,5,2,17,0,0.0,1.107054,0.0,0.0,1.058824,0.0,0.0,0.0,0.0,0.225022,-0.107054,4948.2017332778,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0
287,287,10,10,0,0.0,30938.620932,3,6502.760763,2,2786.831228,0.428561,8936.18486,4834.64229,4101.54257,1,4,3,10,0,2.333389,0.541019,0.0,0.210183,1.0,0.210183,0.428561,0.3,0.2,0.156266,0.458981,3093.8620932,2167.586921,1393.415614,0.0,3.0,0.0,0.0,LOW,0
288,288,12,11,1,0.083333,52514.931538,2,12630.033014,4,7391.461143,0.585229,0.0,1045.411112,-1045.411112,4,5,3,11,1,1.708733,0.0,0.5,0.240504,1.090909,0.240504,0.585229,0.181818,0.363636,0.019907,0.0,4376.2442948333,6315.016507,1847.86528575,0.0,2.0,2.0,0.0,LOW,0
289,289,11,11,0,0.0,36252.335449,1,7807.747054,5,7551.247448,0.967148,8492.436958,0.0,8492.436958,4,5,4,11,0,1.033968,0.0,0.0,0.215372,1.0,0.215372,0.967148,0.090909,0.454545,0.0,1.0,3295.666859,7807.747054,1510.2494896,0.0,0.0,6.0,0.0,LOW,0
290,290,15,14,1,0.066667,69458.068097,7,29732.160349,3,6253.582116,0.210331,0.0,0.0,0.0,3,4,3,15,2,4.754421,0.0,0.285714,0.428059,1.0,0.428059,0.210331,0.466667,0.2,0.0,0.0,4630.5378731333,4247.4514784286,2084.527372,2.0,2.0,1.0,0.1111111111111111,HIGH,2
291,291,12,12,0,0.0,23857.040526,1,8676.649139,9,8676.277355,0.999957,0.0,0.0,0.0,2,5,3,11,0,1.000043,0.0,0.0,0.363693,1.090909,0.363693,0.999957,0.090909,0.818182,0.0,0.0,1988.0867105,8676.649139,964.0308172222,0.0,0.0,4.0,0.0,LOW,0
292,292,9,9,0,0.0,16929.424162,1,7196.562443,6,7055.285502,0.980369,0.0,0.0,0.0,2,4,3,9,0,1.020024,0.0,0.0,0.425092,1.0,0.425092,0.980369,0.111111,0.666667,0.0,0.0,1881.0471291111,7196.562443,1175.880917,0.0,0.0,4.0,0.0,LOW,0
293,293,12,12,0,0.0,51125.592195,1,3983.34022,2,2503.903128,0.628594,14660.42609,5950.202809,8710.223281,6,5,2,10,0,1.590852,0.405868,0.0,0.077913,1.2,0.077913,0.628594,0.1,0.2,0.116384,0.594132,4260.46601625,3983.34022,1251.951564,0.0,0.0,4.0,0.0,LOW,0
294,294,10,10,0,0.0,44448.08849,2,12318.322785,4,8297.743019,0.67361,3525.460902,0.0,3525.460902,2,4,4,10,1,1.484539,0.0,0.5,0.27714,1.0,0.27714,0.67361,0.2,0.4,0.0,1.0,4444.808849,6159.1613925,2074.43575475,0.0,1.0,3.0,0.0,LOW,0
295,295,15,15,0,0.0,36869.398791,1,9964.111381,11,9963.643757,0.999953,5403.729018,11537.914635,-6134.185617,0,4,3,12,0,1.000047,2.135176,0.0,0.270254,1.25,0.270254,0.999953,0.083333,0.916667,0.31294,-1.135176,2457.9599194,9964.111381,905.7857960909,0.0,1.0,6.0,0.0,LOW,0
296,296,12,12,0,0.0,49238.828697,3,8566.866947,1,145.311929,0.016962,7821.127124,10280.839858,-2459.712734,4,4,2,12,1,58.955015,1.314496,0.333333,0.173986,1.0,0.173986,0.016962,0.25,0.083333,0.208795,-0.314496,4103.23572475,2855.6223156667,145.311929,1.0,1.0,1.0,0.0,MEDIUM,1
297,297,12,11,1,0.083333,52878.65453,4,30534.561141,2,4380.683844,0.143466,911.639273,10601.968678,-9690.329405,1,4,3,10,1,6.970273,11.629566,0.25,0.577446,1.2,0.577446,0.143466,0.4,0.2,0.200496,-10.629566,4406.5545441667,7633.64028525,2190.341922,1.0,2.0,3.0,0.0,MEDIUM,1
298,298,15,13,2,0.133333,113906.739913,8,43963.127417,1,7653.58591,0.174091,0.0,0.0,0.0,2,5,4,14,4,5.744122,0.0,0.5,0.385957,1.071429,0.385957,0.174091,0.571429,0.071429,0.0,0.0,7593.7826608667,5495.390927125,7653.58591,1.0,2.0,1.0,0.16666666666666666,MEDIUM,1
299,299,8,8,0,0.0,6420.923967,1,3109.800179,6,3088.535032,0.993162,222.588756,0.0,222.588756,0,4,3,7,0,1.006885,0.0,0.0,0.484323,1.142857,0.484323,0.993162,0.142857,0.857143,0.0,1.0,802.615495875,3109.800179,514.7558386667,0.0,0.0,7.0,0.0,LOW,0
300,300,13,13,0,0.0,37562.153005,1,8161.809646,9,8161.783853,0.999997,0.0,6407.02554,-6407.02554,2,4,3,11,0,1.000003,0.0,0.0,0.217288,1.181818,0.217288,0.999997,0.090909,0.818182,0.170571,0.0,2889.396385,8161.809646,906.8648725556,0.0,0.0,4.0,0.0,LOW,0
301,301,10,8,2,0.2,18892.454314,1,798.960949,5,824.97533,1.0,4173.211963,0.0,4173.211963,2,5,1,9,0,0.968466,0.0,0.0,0.04229,1.111111,0.04229,1.03256,0.111111,0.555556,0.0,1.0,1889.2454314,798.960949,164.995066,0.0,3.0,5.0,0.0,LOW,0
302,302,14,13,1,0.071429,34798.042873,1,6008.402266,9,7350.860896,1.0,0.0,11689.859476,-11689.859476,2,5,4,14,0,0.817374,0.0,0.0,0.172665,1.0,0.172665,1.22343,0.071429,0.642857,0.335934,0.0,2485.5744909286,6008.402266,816.7623217778,0.0,2.0,2.0,0.0,LOW,0
303,303,13,12,1,0.076923,18489.663635,1,1238.476394,8,1237.8965,0.999532,5703.368562,0.0,5703.368562,2,4,4,12,0,1.000468,0.0,0.0,0.066982,1.083333,0.066982,0.999532,0.083333,0.666667,0.0,1.0,1422.2818180769,1238.476394,154.7370625,0.0,1.0,6.0,0.0,LOW,0
304,304,14,14,0,0.0,39327.432491,1,4958.279184,7,4859.56354,0.980091,9245.130226,11034.47365,-1789.343424,2,5,3,13,0,1.020314,1.193544,0.0,0.126077,1.076923,0.126077,0.980091,0.076923,0.538462,0.28058,-0.193544,2809.1023207857,4958.279184,694.2233628571,0.0,0.0,1.0,0.0,LOW,0
305,305,9,9,0,0.0,44543.95318,2,9475.75179,0,0.0,0.0,0.0,8488.551891,-8488.551891,4,4,2,9,2,0.0,0.0,1.0,0.212728,1.0,0.212728,0.0,0.222222,0.0,0.190566,0.0,4949.3281311111,4737.875895,0.0,1.0,2.0,0.0,0.0,MEDIUM,1
306,306,11,11,0,0.0,18464.325733,1,1277.5385,7,1265.854448,0.990854,0.0,3627.25672,-3627.25672,2,4,1,11,0,1.00923,0.0,0.0,0.06919,1.0,0.06919,0.990854,0.090909,0.636364,0.196447,0.0,1678.5750666364,1277.5385,180.8363497143,0.0,0.0,3.0,0.0,LOW,0
307,307,15,12,3,0.2,102866.678745,8,52575.760014,0,0.0,0.0,0.0,0.0,0.0,0,5,4,13,7,0.0,0.0,0.875,0.511106,1.153846,0.511106,0.0,0.615385,0.0,0.0,0.0,6857.778583,6571.97000175,0.0,2.0,2.0,0.0,0.0,HIGH,2
308,308,13,13,0,0.0,86425.18645,2,14005.893613,0,0.0,0.0,24414.031893,24217.408882,196.623011,3,5,3,12,1,0.0,0.991946,0.5,0.162058,1.083333,0.162058,0.0,0.166667,0.0,0.280212,0.008054,6648.0912653846,7002.9468065,0.0,0.0,1.0,5.0,0.0,LOW,0
309,309,4,4,0,0.0,18069.811147,1,8251.875099,1,8028.65128,0.972949,1789.284768,0.0,1789.284768,0,2,1,4,0,1.027803,0.0,0.0,0.456666,1.0,0.456666,0.972949,0.25,0.25,0.0,1.0,4517.45278675,8251.875099,8028.65128,2.0,1.0,2.0,0.0,HIGH,2
310,310,10,10,0,0.0,64260.184621,0,0.0,0,0.0,0.0,9454.348076,27855.75509,-18401.407014,5,5,2,10,0,0.0,2.946343,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.433484,-1.946343,6426.0184621,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0
311,311,17,12,5,0.294118,50600.544168,6,15615.672114,0,0.0,0.0,9518.128431,0.0,9518.128431,1,5,4,15,8,0.0,0.0,1.333333,0.308607,1.133333,0.308607,0.0,0.4,0.0,0.0,1.0,2976.5025981176,2602.612019,0.0,1.0,2.0,1.0,0.0,MEDIUM,1
312,312,13,13,0,0.0,56542.127908,1,405.669625,1,130.152723,0.320834,0.0,8373.830085,-8373.830085,10,5,2,12,0,3.116874,0.0,0.0,0.007175,1.083333,0.007175,0.320834,0.083333,0.083333,0.148099,0.0,4349.3944544615,405.669625,130.152723,0.0,0.0,8.0,0.0,LOW,0
313,313,12,10,2,0.166667,74332.028309,3,20897.273199,0,0.0,0.0,9901.24008,3888.788639,6012.451441,4,4,3,12,2,0.0,0.392758,0.666667,0.281134,1.0,0.281134,0.0,0.25,0.0,0.052316,0.607242,6194.3356924167,6965.757733,0.0,0.0,3.0,0.0,0.42857142857142855,HIGH,2
314,314,20,19,1,0.05,57490.133841,1,8555.076844,11,14795.562116,1.0,8016.425836,9774.654846,-1758.22901,4,5,4,20,0,0.578219,1.219328,0.0,0.148809,1.0,0.148809,1.729448,0.05,0.55,0.170023,-0.219328,2874.50669205,8555.076844,1345.0511014545,0.0,0.0,4.0,0.0,LOW,0
315,315,14,14,0,0.0,67032.99414,0,0.0,0,0.0,0.0,11158.239022,45591.597699,-34433.358677,3,5,4,13,0,0.0,4.085913,0.0,0.0,1.076923,0.0,0.0,0.0,0.0,0.680137,-3.085913,4788.07101,0.0,0.0,0.0,1.0,6.0,0.0,LOW,0
316,316,17,14,3,0.176471,58236.715035,2,11095.511502,8,13311.869422,1.0,8450.804326,7661.97561,788.828716,3,5,4,15,1,0.833505,0.906656,0.5,0.190524,1.133333,0.190524,1.199753,0.133333,0.533333,0.131566,0.093344,3425.6891197059,5547.755751,1663.98367775,0.0,0.0,4.0,0.0,LOW,0
317,317,11,11,0,0.0,49915.58878,1,3099.649025,2,1458.999812,0.470698,13070.119734,9737.335111,3332.784623,4,4,4,11,0,2.124503,0.745007,0.0,0.062098,1.0,0.062098,0.470698,0.090909,0.181818,0.195076,0.254993,4537.7807981818,3099.649025,729.499906,0.0,0.0,4.0,0.0,LOW,0
318,318,10,9,1,0.1,45503.528092,0,0.0,0,0.0,0.0,14758.181116,15032.630923,-274.449807,5,4,1,10,0,0.0,1.018596,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.330362,-0.018596,4550.3528092,0.0,0.0,1.0,3.0,0.0,0.0,MEDIUM,1
319,319,19,18,1,0.052632,109893.636752,0,0.0,0,0.0,0.0,25281.103863,39404.424946,-14123.321083,8,5,4,18,0,0.0,1.558651,0.0,0.0,1.055556,0.0,0.0,0.0,0.0,0.358569,-0.558651,5783.8756185263,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0
320,320,16,16,0,0.0,32346.104584,1,1129.617206,10,1129.612806,0.999996,5538.925586,0.0,5538.925586,4,5,4,16,0,1.000004,0.0,0.0,0.034923,1.0,0.034923,0.999996,0.0625,0.625,0.0,1.0,2021.6315365,1129.617206,112.9612806,0.0,0.0,4.0,0.0,LOW,0
321,321,13,10,3,0.230769,43328.493355,1,2836.854587,0,0.0,0.0,1531.908936,5429.42921,-3897.520274,8,5,2,12,1,0.0,3.544225,1.0,0.065473,1.083333,0.065473,0.0,0.083333,0.0,0.125309,-2.544225,3332.9610273077,2836.854587,0.0,1.0,4.0,0.0,0.0,MEDIUM,1
322,322,13,12,1,0.076923,70362.444822,7,35907.708157,0,0.0,0.0,0.0,0.0,0.0,2,5,4,13,4,0.0,0.0,0.571429,0.510325,1.0,0.510325,0.0,0.538462,0.0,0.0,0.0,5412.4957555385,5129.6725938571,0.0,3.0,2.0,0.0,0.0,HIGH,2
323,323,6,6,0,0.0,25747.605328,0,0.0,0,0.0,0.0,0.0,0.0,0.0,6,3,1,6,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4291.2675546667,0.0,0.0,0.0,1.0,2.0,0.0,LOW,0
324,324,22,20,2,0.090909,66082.179041,2,7672.258732,8,6916.248273,0.901462,5892.181259,0.0,5892.181259,10,5,3,20,0,1.109309,0.0,0.0,0.116102,1.1,0.116102,0.901462,0.1,0.4,0.0,1.0,3003.7354109545,3836.129366,864.531034125,0.0,1.0,5.0,0.0,LOW,0
325,325,7,7,0,0.0,31476.62067,1,3721.900079,2,3666.514138,0.985119,4416.491045,14844.819699,-10428.328654,1,4,2,7,0,1.015106,3.361225,0.0,0.118243,1.0,0.118243,0.985119,0.142857,0.285714,0.471614,-2.361225,4496.6600957143,3721.900079,1833.257069,0.0,0.0,5.0,0.0,LOW,0
326,326,11,11,0,0.0,56406.27315,0,0.0,0,0.0,0.0,10757.041193,3965.942214,6791.098979,7,5,1,10,0,0.0,0.368683,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.07031,0.631317,5127.8430136364,0.0,0.0,0.0,1.0,2.0,0.0,LOW,0
327,327,15,15,0,0.0,60550.142497,1,8174.195722,4,6185.050605,0.756656,0.0,11773.990248,-11773.990248,8,5,3,14,0,1.321605,0.0,0.0,0.134999,1.071429,0.134999,0.756656,0.071429,0.285714,0.19445,0.0,4036.6761664667,8174.195722,1546.26265125,0.0,1.0,4.0,0.0,LOW,0
328,328,16,16,0,0.0,54898.485118,1,4790.306037,5,3752.854716,0.783427,23725.182977,11633.680658,12091.502319,4,5,3,16,0,1.276443,0.490352,0.0,0.087258,1.0,0.087258,0.783427,0.0625,0.3125,0.211913,0.509648,3431.155319875,4790.306037,750.5709432,0.0,0.0,4.0,0.0,LOW,0
329,329,11,11,0,0.0,40986.39034,0,0.0,0,0.0,0.0,19173.415062,0.0,19173.415062,6,5,2,11,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3726.0354854545,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0
330,330,14,14,0,0.0,41080.433048,2,15995.820846,10,15317.979619,0.957624,0.0,0.0,0.0,2,5,2,13,0,1.044251,0.0,0.0,0.389378,1.076923,0.389378,0.957624,0.153846,0.769231,0.0,0.0,2934.3166462857,7997.910423,1531.7979619,0.0,1.0,1.0,0.0,LOW,0
331,331,15,15,0,0.0,9254.82273,1,525.712441,11,525.700655,0.999978,2579.147148,3051.766361,-472.619213,1,5,3,13,0,1.000022,1.183246,0.0,0.056804,1.153846,0.056804,0.999978,0.076923,0.846154,0.329749,-0.183246,616.988182,525.712441,47.7909686364,0.0,0.0,4.0,0.0,LOW,0
332,332,9,9,0,0.0,42779.217762,5,19186.062728,0,0.0,0.0,2709.829067,0.0,2709.829067,1,3,2,9,2,0.0,0.0,0.4,0.44849,1.0,0.44849,0.0,0.555556,0.0,0.0,1.0,4753.246418,3837.2125456,0.0,2.0,2.0,0.0,0.0,HIGH,2
333,333,13,13,0,0.0,29758.550678,1,2659.206008,7,2659.182278,0.999991,11257.049829,8991.904813,2265.145016,2,5,3,13,0,1.000009,0.79878,0.0,0.089359,1.0,0.089359,0.999991,0.076923,0.538462,0.302162,0.20122,2289.1192829231,2659.206008,379.8831825714,0.0,0.0,2.0,0.0,LOW,0
334,334,14,14,0,0.0,39575.968155,3,12861.702852,5,11331.469179,0.881024,866.739277,2235.60744,-1368.868163,2,4,3,14,2,1.135043,2.579331,0.666667,0.324988,1.0,0.324988,0.881024,0.214286,0.357143,0.056489,-1.579331,2826.8548682143,4287.234284,2266.2938358,2.0,2.0,0.0,0.0,HIGH,2
335,335,15,14,1,0.066667,81406.736742,1,9719.626514,0,0.0,0.0,5433.858818,24217.179201,-18783.320383,9,5,2,15,0,0.0,4.456719,0.0,0.119396,1.0,0.119396,0.0,0.066667,0.0,0.297484,-3.456719,5427.1157828,9719.626514,0.0,0.0,2.0,2.0,0.0,LOW,0
336,336,23,21,2,0.086957,68995.748318,1,3008.032683,8,3007.41998,0.999796,21066.956476,6646.087454,14420.869022,9,5,2,19,0,1.000204,0.315474,0.0,0.043597,1.210526,0.043597,0.999796,0.052632,0.421053,0.096326,0.684526,2999.8151442609,3008.032683,375.9274975,0.0,0.0,1.0,0.0,LOW,0
337,337,17,17,0,0.0,82330.227334,2,10417.701508,3,9946.303185,0.95475,14074.323826,4540.592398,9533.731428,8,5,2,16,0,1.047394,0.322615,0.0,0.126536,1.0625,0.126536,0.95475,0.125,0.1875,0.055151,0.677385,4842.9545490588,5208.850754,3315.434395,1.0,0.0,5.0,0.0,MEDIUM,1
338,338,13,13,0,0.0,67483.333349,0,0.0,0,0.0,0.0,12431.764112,8448.961077,3982.803035,8,4,3,13,0,0.0,0.679627,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.125201,0.320373,5191.0256422308,0.0,0.0,0.0,0.0,0.0,0.0,LOW,0
339,339,10,10,0,0.0,56115.227931,0,0.0,0,0.0,0.0,2100.281129,14244.065863,-12143.784734,7,4,3,10,0,0.0,6.781981,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.253836,-5.781981,5611.5227931,0.0,0.0,0.0,1.0,1.0,0.0,LOW,0
340,340,10,10,0,0.0,37718.768946,1,2087.494118,2,1893.428892,0.907034,0.0,303.701613,-303.701613,6,5,3,10,0,1.102494,0.0,0.0,0.055344,1.0,0.055344,0.907034,0.1,0.2,0.008052,0.0,3771.8768946,2087.494118,946.714446,0.0,0.0,11.0,0.0,LOW,0
