label_id,account_id,outcome_window_start,outcome_window_end,future_liquidation_count,future_borrow_count,future_repay_count,future_failed_tx_ratio,risk_score,risk_label
544,544,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
546,546,2025-05-01,2025-07-01,0,0,2,0.0,0.0,LOW
548,548,2025-05-01,2025-07-01,0,0,3,0.0,0.0,LOW
551,551,2025-05-01,2025-07-01,0,0,6,0.0,0.0,LOW
552,552,2025-05-01,2025-07-01,0,1,3,0.0,0.0,LOW
554,554,2025-05-01,2025-07-01,0,0,2,0.0,0.0,LOW
555,555,2025-05-01,2025-07-01,0,1,1,0.0,0.0,LOW
556,556,2025-05-01,2025-07-01,0,1,0,0.0,0.0,LOW
557,557,2025-05-01,2025-07-01,0,0,1,0.0,0.0,LOW
560,560,2025-05-01,2025-07-01,0,0,6,0.0,0.0,LOW
562,562,2025-05-01,2025-07-01,0,1,3,0.0,0.0,LOW
563,563,2025-05-01,2025-07-01,0,1,0,0.0,0.0,LOW
564,564,2025-05-01,2025-07-01,0,1,1,0.0,0.0,LOW
567,567,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
568,568,2025-05-01,2025-07-01,0,0,4,0.0,0.0,LOW
569,569,2025-05-01,2025-07-01,0,0,3,0.0,0.0,LOW
570,570,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
571,571,2025-05-01,2025-07-01,0,0,5,0.0,0.0,LOW
575,575,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
576,576,2025-05-01,2025-07-01,0,1,10,0.0,0.0,LOW
577,577,2025-05-01,2025-07-01,0,0,4,0.0,0.0,LOW
579,579,2025-05-01,2025-07-01,0,0,7,0.0,0.0,LOW
580,580,2025-05-01,2025-07-01,0,1,4,0.0,0.0,LOW
582,582,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
586,586,2025-05-01,2025-07-01,0,1,2,0.0,0.0,LOW
590,590,2025-05-01,2025-07-01,0,1,3,0.0,0.0,LOW
592,592,2025-05-01,2025-07-01,0,0,4,0.0,0.0,LOW
593,593,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
594,594,2025-05-01,2025-07-01,0,0,4,0.0,0.0,LOW
595,595,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
597,597,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
598,598,2025-05-01,2025-07-01,0,1,6,0.0,0.0,LOW
600,600,2025-05-01,2025-07-01,0,0,2,0.0,0.0,LOW
603,603,2025-05-01,2025-07-01,0,0,7,0.0,0.0,LOW
604,604,2025-05-01,2025-07-01,0,1,3,0.0,0.0,LOW
605,605,2025-05-01,2025-07-01,0,2,4,0.0,0.0,LOW
606,606,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
607,607,2025-05-01,2025-07-01,0,1,7,0.0,0.0,LOW
608,608,2025-05-01,2025-07-01,0,0,6,0.0,0.0,LOW
610,610,2025-05-01,2025-07-01,0,1,2,0.0,0.0,LOW
612,612,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
613,613,2025-05-01,2025-07-01,0,0,3,0.0,0.0,LOW
614,614,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
615,615,2025-05-01,2025-07-01,0,0,7,0.0,0.0,LOW
616,616,2025-05-01,2025-07-01,0,1,2,0.0,0.0,LOW
618,618,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
619,619,2025-05-01,2025-07-01,0,1,5,0.0,0.0,LOW
620,620,2025-05-01,2025-07-01,0,0,7,0.0,0.0,LOW
621,621,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
622,622,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
623,623,2025-05-01,2025-07-01,0,1,3,0.0,0.0,LOW
625,625,2025-05-01,2025-07-01,0,0,5,0.0,0.0,LOW
626,626,2025-05-01,2025-07-01,0,1,0,0.0,0.0,LOW
627,627,2025-05-01,2025-07-01,0,0,5,0.0,0.0,LOW
628,628,2025-05-01,2025-07-01,0,1,2,0.0,0.0,LOW
629,629,2025-05-01,2025-07-01,0,0,8,0.0,0.0,LOW
630,630,2025-05-01,2025-07-01,0,1,2,0.0,0.0,LOW
633,633,2025-05-01,2025-07-01,0,2,5,0.0,0.0,LOW
635,635,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
636,636,2025-05-01,2025-07-01,0,1,4,0.0,0.0,LOW
637,637,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
639,639,2025-05-01,2025-07-01,0,0,5,0.0,0.0,LOW
640,640,2025-05-01,2025-07-01,0,0,6,0.0,0.0,LOW
641,641,2025-05-01,2025-07-01,0,0,8,0.0,0.0,LOW
642,642,2025-05-01,2025-07-01,0,1,4,0.0,0.0,LOW
643,643,2025-05-01,2025-07-01,0,1,0,0.0,0.0,LOW
644,644,2025-05-01,2025-07-01,0,1,1,0.0,0.0,LOW
645,645,2025-05-01,2025-07-01,0,1,6,0.0,0.0,LOW
646,646,2025-05-01,2025-07-01,0,0,2,0.0,0.0,LOW
647,647,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
650,650,2025-05-01,2025-07-01,0,0,5,0.0,0.0,LOW
653,653,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
656,656,2025-05-01,2025-07-01,0,1,7,0.0,0.0,LOW
720,720,2025-05-01,2025-07-01,0,1,5,0.111111,0.022222,MEDIUM
658,658,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
659,659,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
660,660,2025-05-01,2025-07-01,0,1,2,0.0,0.0,LOW
661,661,2025-05-01,2025-07-01,0,0,3,0.0,0.0,LOW
731,731,2025-05-01,2025-07-01,0,0,3,0.333333,0.066667,MEDIUM
747,747,2025-05-01,2025-07-01,0,0,4,0.4,0.08,MEDIUM
664,664,2025-05-01,2025-07-01,0,0,3,0.0,0.0,LOW
665,665,2025-05-01,2025-07-01,0,0,6,0.0,0.0,LOW
666,666,2025-05-01,2025-07-01,0,1,1,0.0,0.0,LOW
761,761,2025-05-01,2025-07-01,1,1,0,0.142857,0.628571,HIGH
668,668,2025-05-01,2025-07-01,0,1,3,0.0,0.0,LOW
669,669,2025-05-01,2025-07-01,0,0,5,0.0,0.0,LOW
670,670,2025-05-01,2025-07-01,0,0,6,0.0,0.0,LOW
671,671,2025-05-01,2025-07-01,0,0,6,0.0,0.0,LOW
672,672,2025-05-01,2025-07-01,0,0,4,0.0,0.0,LOW
673,673,2025-05-01,2025-07-01,0,0,7,0.0,0.0,LOW
766,766,2025-05-01,2025-07-01,0,1,7,0.111111,0.022222,MEDIUM
675,675,2025-05-01,2025-07-01,0,0,5,0.0,0.0,LOW
676,676,2025-05-01,2025-07-01,0,0,3,0.0,0.0,LOW
677,677,2025-05-01,2025-07-01,0,0,3,0.0,0.0,LOW
772,772,2025-05-01,2025-07-01,0,1,3,0.166667,0.033333,MEDIUM
777,777,2025-05-01,2025-07-01,0,2,3,0.142857,0.028571,MEDIUM
680,680,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
848,848,2025-05-01,2025-07-01,0,2,3,0.142857,0.028571,MEDIUM
850,850,2025-05-01,2025-07-01,0,1,0,0.111111,0.022222,MEDIUM
683,683,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
684,684,2025-05-01,2025-07-01,0,0,3,0.0,0.0,LOW
685,685,2025-05-01,2025-07-01,0,1,5,0.0,0.0,LOW
867,867,2025-05-01,2025-07-01,0,1,9,0.1,0.02,MEDIUM
687,687,2025-05-01,2025-07-01,0,1,5,0.0,0.0,LOW
688,688,2025-05-01,2025-07-01,0,0,2,0.0,0.0,LOW
689,689,2025-05-01,2025-07-01,0,1,0,0.0,0.0,LOW
877,877,2025-05-01,2025-07-01,0,2,1,0.2,0.115,MEDIUM
691,691,2025-05-01,2025-07-01,0,1,4,0.0,0.0,LOW
692,692,2025-05-01,2025-07-01,0,0,4,0.0,0.0,LOW
885,885,2025-05-01,2025-07-01,0,0,0,0.166667,0.033333,MEDIUM
886,886,2025-05-01,2025-07-01,0,1,4,0.111111,0.022222,MEDIUM
695,695,2025-05-01,2025-07-01,0,1,7,0.0,0.0,LOW
697,697,2025-05-01,2025-07-01,0,0,6,0.0,0.0,LOW
698,698,2025-05-01,2025-07-01,0,1,3,0.0,0.0,LOW
699,699,2025-05-01,2025-07-01,0,0,7,0.0,0.0,LOW
702,702,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
703,703,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
704,704,2025-05-01,2025-07-01,0,0,2,0.0,0.0,LOW
706,706,2025-05-01,2025-07-01,0,0,5,0.0,0.0,LOW
707,707,2025-05-01,2025-07-01,0,0,3,0.0,0.0,LOW
710,710,2025-05-01,2025-07-01,0,1,5,0.0,0.0,LOW
711,711,2025-05-01,2025-07-01,0,0,5,0.0,0.0,LOW
712,712,2025-05-01,2025-07-01,0,1,4,0.0,0.0,LOW
713,713,2025-05-01,2025-07-01,0,0,5,0.0,0.0,LOW
714,714,2025-05-01,2025-07-01,0,1,8,0.0,0.0,LOW
715,715,2025-05-01,2025-07-01,0,1,0,0.0,0.0,LOW
718,718,2025-05-01,2025-07-01,0,0,1,0.0,0.0,LOW
721,721,2025-05-01,2025-07-01,0,0,5,0.0,0.0,LOW
723,723,2025-05-01,2025-07-01,0,0,3,0.0,0.0,LOW
725,725,2025-05-01,2025-07-01,0,1,4,0.0,0.0,LOW
726,726,2025-05-01,2025-07-01,0,0,7,0.0,0.0,LOW
727,727,2025-05-01,2025-07-01,0,0,6,0.0,0.0,LOW
729,729,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
730,730,2025-05-01,2025-07-01,0,0,4,0.0,0.0,LOW
734,734,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
735,735,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
736,736,2025-05-01,2025-07-01,0,2,6,0.0,0.0,LOW
737,737,2025-05-01,2025-07-01,0,1,3,0.0,0.0,LOW
740,740,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
742,742,2025-05-01,2025-07-01,0,1,6,0.0,0.0,LOW
743,743,2025-05-01,2025-07-01,0,0,5,0.0,0.0,LOW
744,744,2025-05-01,2025-07-01,0,0,8,0.0,0.0,LOW
745,745,2025-05-01,2025-07-01,0,0,2,0.0,0.0,LOW
748,748,2025-05-01,2025-07-01,0,0,5,0.0,0.0,LOW
751,751,2025-05-01,2025-07-01,0,0,5,0.0,0.0,LOW
752,752,2025-05-01,2025-07-01,0,0,8,0.0,0.0,LOW
753,753,2025-05-01,2025-07-01,0,0,8,0.0,0.0,LOW
792,792,2025-05-01,2025-07-01,0,2,0,0.0,0.075,MEDIUM
236,236,2025-05-01,2025-07-01,0,0,7,0.111111,0.022222,MEDIUM
756,756,2025-05-01,2025-07-01,0,0,5,0.0,0.0,LOW
757,757,2025-05-01,2025-07-01,0,1,5,0.0,0.0,LOW
758,758,2025-05-01,2025-07-01,0,0,6,0.0,0.0,LOW
239,239,2025-05-01,2025-07-01,0,0,2,0.333333,0.066667,MEDIUM
760,760,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
244,244,2025-05-01,2025-07-01,0,1,5,0.111111,0.022222,MEDIUM
762,762,2025-05-01,2025-07-01,0,0,6,0.0,0.0,LOW
763,763,2025-05-01,2025-07-01,0,1,0,0.0,0.0,LOW
246,246,2025-05-01,2025-07-01,0,0,3,0.333333,0.066667,MEDIUM
765,765,2025-05-01,2025-07-01,0,0,5,0.0,0.0,LOW
257,257,2025-05-01,2025-07-01,0,1,0,0.142857,0.028571,MEDIUM
767,767,2025-05-01,2025-07-01,0,0,7,0.0,0.0,LOW
768,768,2025-05-01,2025-07-01,0,0,5,0.0,0.0,LOW
769,769,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
274,274,2025-05-01,2025-07-01,0,0,0,0.111111,0.022222,MEDIUM
282,282,2025-05-01,2025-07-01,1,0,2,0.111111,0.622222,HIGH
288,288,2025-05-01,2025-07-01,0,0,4,0.142857,0.028571,MEDIUM
305,305,2025-05-01,2025-07-01,2,4,1,0.111111,0.847222,HIGH
774,774,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
775,775,2025-05-01,2025-07-01,0,0,5,0.0,0.0,LOW
324,324,2025-05-01,2025-07-01,0,1,8,0.083333,0.016667,MEDIUM
334,334,2025-05-01,2025-07-01,3,4,1,0.090909,0.843182,HIGH
341,341,2025-05-01,2025-07-01,0,0,0,0.076923,0.015385,MEDIUM
779,779,2025-05-01,2025-07-01,0,0,7,0.0,0.0,LOW
780,780,2025-05-01,2025-07-01,0,0,2,0.0,0.0,LOW
781,781,2025-05-01,2025-07-01,0,0,8,0.0,0.0,LOW
782,782,2025-05-01,2025-07-01,0,0,4,0.0,0.0,LOW
783,783,2025-05-01,2025-07-01,0,1,1,0.0,0.0,LOW
784,784,2025-05-01,2025-07-01,0,0,8,0.0,0.0,LOW
344,344,2025-05-01,2025-07-01,0,2,4,0.1,0.02,MEDIUM
786,786,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
787,787,2025-05-01,2025-07-01,0,1,2,0.0,0.0,LOW
354,354,2025-05-01,2025-07-01,0,2,1,0.166667,0.108333,MEDIUM
434,434,2025-05-01,2025-07-01,0,1,2,0.142857,0.028571,MEDIUM
791,791,2025-05-01,2025-07-01,0,0,8,0.0,0.0,LOW
793,793,2025-05-01,2025-07-01,0,0,6,0.0,0.0,LOW
794,794,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
795,795,2025-05-01,2025-07-01,0,0,3,0.0,0.0,LOW
798,798,2025-05-01,2025-07-01,0,1,2,0.0,0.0,LOW
799,799,2025-05-01,2025-07-01,0,0,3,0.0,0.0,LOW
802,802,2025-05-01,2025-07-01,0,1,0,0.0,0.0,LOW
805,805,2025-05-01,2025-07-01,0,0,4,0.0,0.0,LOW
806,806,2025-05-01,2025-07-01,0,1,2,0.0,0.0,LOW
808,808,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
810,810,2025-05-01,2025-07-01,0,0,6,0.0,0.0,LOW
811,811,2025-05-01,2025-07-01,0,0,7,0.0,0.0,LOW
812,812,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
813,813,2025-05-01,2025-07-01,0,0,5,0.0,0.0,LOW
814,814,2025-05-01,2025-07-01,0,1,4,0.0,0.0,LOW
819,819,2025-05-01,2025-07-01,0,0,1,0.0,0.0,LOW
820,820,2025-05-01,2025-07-01,0,1,2,0.0,0.0,LOW
822,822,2025-05-01,2025-07-01,0,2,5,0.0,0.0,LOW
825,825,2025-05-01,2025-07-01,0,2,4,0.0,0.0,LOW
826,826,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
828,828,2025-05-01,2025-07-01,0,1,4,0.0,0.0,LOW
830,830,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
831,831,2025-05-01,2025-07-01,0,0,2,0.0,0.0,LOW
832,832,2025-05-01,2025-07-01,0,1,5,0.0,0.0,LOW
833,833,2025-05-01,2025-07-01,0,1,6,0.0,0.0,LOW
834,834,2025-05-01,2025-07-01,0,0,3,0.0,0.0,LOW
837,837,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
838,838,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
839,839,2025-05-01,2025-07-01,0,1,1,0.0,0.0,LOW
840,840,2025-05-01,2025-07-01,0,1,11,0.0,0.0,LOW
842,842,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
843,843,2025-05-01,2025-07-01,0,0,9,0.0,0.0,LOW
847,847,2025-05-01,2025-07-01,0,0,2,0.0,0.0,LOW
849,849,2025-05-01,2025-07-01,0,0,3,0.0,0.0,LOW
851,851,2025-05-01,2025-07-01,0,1,8,0.0,0.0,LOW
852,852,2025-05-01,2025-07-01,0,1,4,0.0,0.0,LOW
853,853,2025-05-01,2025-07-01,0,1,7,0.0,0.0,LOW
854,854,2025-05-01,2025-07-01,0,1,3,0.0,0.0,LOW
855,855,2025-05-01,2025-07-01,0,2,3,0.0,0.0,LOW
856,856,2025-05-01,2025-07-01,0,1,1,0.0,0.0,LOW
857,857,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
859,859,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
860,860,2025-05-01,2025-07-01,0,0,3,0.0,0.0,LOW
861,861,2025-05-01,2025-07-01,0,1,0,0.0,0.0,LOW
863,863,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
864,864,2025-05-01,2025-07-01,0,1,11,0.0,0.0,LOW
865,865,2025-05-01,2025-07-01,0,1,0,0.0,0.0,LOW
866,866,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
869,869,2025-05-01,2025-07-01,0,1,5,0.0,0.0,LOW
872,872,2025-05-01,2025-07-01,0,0,8,0.0,0.0,LOW
875,875,2025-05-01,2025-07-01,0,1,3,0.0,0.0,LOW
876,876,2025-05-01,2025-07-01,0,0,2,0.0,0.0,LOW
878,878,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
879,879,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
880,880,2025-05-01,2025-07-01,0,1,0,0.0,0.0,LOW
881,881,2025-05-01,2025-07-01,0,1,0,0.0,0.0,LOW
883,883,2025-05-01,2025-07-01,0,0,6,0.0,0.0,LOW
884,884,2025-05-01,2025-07-01,0,2,3,0.0,0.0,LOW
887,887,2025-05-01,2025-07-01,0,0,9,0.0,0.0,LOW
889,889,2025-05-01,2025-07-01,0,0,5,0.0,0.0,LOW
890,890,2025-05-01,2025-07-01,0,0,9,0.0,0.0,LOW
892,892,2025-05-01,2025-07-01,0,0,6,0.0,0.0,LOW
893,893,2025-05-01,2025-07-01,0,0,4,0.0,0.0,LOW
894,894,2025-05-01,2025-07-01,0,1,4,0.0,0.0,LOW
896,896,2025-05-01,2025-07-01,0,0,4,0.0,0.0,LOW
897,897,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
899,899,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
901,901,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
902,902,2025-05-01,2025-07-01,0,1,2,0.0,0.0,LOW
903,903,2025-05-01,2025-07-01,0,0,4,0.0,0.0,LOW
904,904,2025-05-01,2025-07-01,0,0,2,0.0,0.0,LOW
906,906,2025-05-01,2025-07-01,0,0,4,0.0,0.0,LOW
907,907,2025-05-01,2025-07-01,0,0,4,0.0,0.0,LOW
908,908,2025-05-01,2025-07-01,0,1,13,0.0,0.0,LOW
909,909,2025-05-01,2025-07-01,0,0,4,0.0,0.0,LOW
912,912,2025-05-01,2025-07-01,0,0,6,0.0,0.0,LOW
913,913,2025-05-01,2025-07-01,0,0,4,0.0,0.0,LOW
914,914,2025-05-01,2025-07-01,0,0,4,0.0,0.0,LOW
915,915,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
917,917,2025-05-01,2025-07-01,0,0,7,0.0,0.0,LOW
918,918,2025-05-01,2025-07-01,0,0,5,0.0,0.0,LOW
919,919,2025-05-01,2025-07-01,0,0,9,0.0,0.0,LOW
921,921,2025-05-01,2025-07-01,0,2,3,0.0,0.0,LOW
923,923,2025-05-01,2025-07-01,0,0,7,0.0,0.0,LOW
924,924,2025-05-01,2025-07-01,0,1,2,0.0,0.0,LOW
925,925,2025-05-01,2025-07-01,0,0,3,0.0,0.0,LOW
926,926,2025-05-01,2025-07-01,0,0,9,0.0,0.0,LOW
929,929,2025-05-01,2025-07-01,0,1,0,0.0,0.0,LOW
930,930,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
931,931,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
935,935,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
938,938,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
940,940,2025-05-01,2025-07-01,0,0,5,0.0,0.0,LOW
16,16,2025-05-01,2025-07-01,0,2,6,0.125,0.025,MEDIUM
942,942,2025-05-01,2025-07-01,0,1,5,0.0,0.0,LOW
943,943,2025-05-01,2025-07-01,0,0,6,0.0,0.0,LOW
944,944,2025-05-01,2025-07-01,0,1,5,0.0,0.0,LOW
30,30,2025-05-01,2025-07-01,0,0,0,0.25,0.05,MEDIUM
947,947,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
949,949,2025-05-01,2025-07-01,0,0,7,0.0,0.0,LOW
951,951,2025-05-01,2025-07-01,0,0,5,0.0,0.0,LOW
953,953,2025-05-01,2025-07-01,0,0,5,0.0,0.0,LOW
955,955,2025-05-01,2025-07-01,0,0,6,0.0,0.0,LOW
956,956,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
957,957,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
958,958,2025-05-01,2025-07-01,0,0,4,0.0,0.0,LOW
959,959,2025-05-01,2025-07-01,0,1,2,0.0,0.0,LOW
960,960,2025-05-01,2025-07-01,0,0,7,0.0,0.0,LOW
961,961,2025-05-01,2025-07-01,0,0,5,0.0,0.0,LOW
962,962,2025-05-01,2025-07-01,0,1,4,0.0,0.0,LOW
965,965,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
966,966,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
967,967,2025-05-01,2025-07-01,0,0,6,0.0,0.0,LOW
968,968,2025-05-01,2025-07-01,0,1,7,0.0,0.0,LOW
969,969,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
971,971,2025-05-01,2025-07-01,0,1,2,0.0,0.0,LOW
5,5,2025-05-01,2025-07-01,0,0,4,0.166667,0.033333,MEDIUM
974,974,2025-05-01,2025-07-01,0,2,4,0.0,0.0,LOW
975,975,2025-05-01,2025-07-01,0,1,3,0.0,0.0,LOW
24,24,2025-05-01,2025-07-01,0,0,5,0.142857,0.028571,MEDIUM
31,31,2025-05-01,2025-07-01,2,1,0,0.333333,0.666667,HIGH
978,978,2025-05-01,2025-07-01,0,1,2,0.0,0.0,LOW
32,32,2025-05-01,2025-07-01,0,0,8,0.1,0.02,MEDIUM
37,37,2025-05-01,2025-07-01,0,1,0,0.2,0.04,MEDIUM
981,981,2025-05-01,2025-07-01,0,0,2,0.0,0.0,LOW
982,982,2025-05-01,2025-07-01,0,0,9,0.0,0.0,LOW
983,983,2025-05-01,2025-07-01,0,0,6,0.0,0.0,LOW
984,984,2025-05-01,2025-07-01,0,0,6,0.0,0.0,LOW
985,985,2025-05-01,2025-07-01,0,0,7,0.0,0.0,LOW
986,986,2025-05-01,2025-07-01,0,0,9,0.0,0.0,LOW
39,39,2025-05-01,2025-07-01,1,0,8,0.166667,0.633333,HIGH
988,988,2025-05-01,2025-07-01,0,1,3,0.0,0.0,LOW
989,989,2025-05-01,2025-07-01,0,1,5,0.0,0.0,LOW
990,990,2025-05-01,2025-07-01,0,2,2,0.0,0.0,LOW
991,991,2025-05-01,2025-07-01,0,0,0,0.0,0.0,LOW
992,992,2025-05-01,2025-07-01,0,0,9,0.0,0.0,LOW
45,45,2025-05-01,2025-07-01,0,1,5,0.090909,0.018182,MEDIUM
994,994,2025-05-01,2025-07-01,0,0,1,0.0,0.0,LOW
995,995,2025-05-01,2025-07-01,0,1,2,0.0,0.0,LOW
996,996,2025-05-01,2025-07-01,0,1,4,0.0,0.0,LOW
997,997,2025-05-01,2025-07-01,0,0,5,0.0,0.0,LOW
998,998,2025-05-01,2025-07-01,0,0,3,0.0,0.0,LOW
999,999,2025-05-01,2025-07-01,0,0,3,0.0,0.0,LOW
1000,1000,2025-05-01,2025-07-01,0,0,2,0.0,0.0,LOW
48,48,2025-05-01,2025-07-01,0,1,3,0.2,0.04,MEDIUM
6,6,2025-05-01,2025-07-01,4,5,0,0.0,0.9,HIGH
9,9,2025-05-01,2025-07-01,2,1,0,0.0,0.6,HIGH
13,13,2025-05-01,2025-07-01,1,1,1,0.0,0.6,HIGH
53,53,2025-05-01,2025-07-01,0,1,9,0.090909,0.018182,MEDIUM
18,18,2025-05-01,2025-07-01,1,1,0,0.0,0.6,HIGH
23,23,2025-05-01,2025-07-01,2,2,0,0.0,0.675,HIGH
54,54,2025-05-01,2025-07-01,2,3,0,0.1,0.77,HIGH
29,29,2025-05-01,2025-07-01,1,1,3,0.0,0.6,HIGH
65,65,2025-05-01,2025-07-01,0,1,0,0.1,0.02,MEDIUM
33,33,2025-05-01,2025-07-01,2,1,0,0.0,0.6,HIGH
38,38,2025-05-01,2025-07-01,1,0,1,0.0,0.6,HIGH
41,41,2025-05-01,2025-07-01,1,0,1,0.0,0.6,HIGH
42,42,2025-05-01,2025-07-01,1,0,2,0.0,0.6,HIGH
50,50,2025-05-01,2025-07-01,1,0,4,0.0,0.6,HIGH
63,63,2025-05-01,2025-07-01,1,0,2,0.0,0.6,HIGH
82,82,2025-05-01,2025-07-01,1,2,2,0.0,0.6,HIGH
87,87,2025-05-01,2025-07-01,1,0,0,0.0,0.6,HIGH
61,61,2025-05-01,2025-07-01,0,1,1,0.25,0.05,MEDIUM
110,110,2025-05-01,2025-07-01,0,2,1,0.0,0.075,MEDIUM
112,112,2025-05-01,2025-07-01,0,0,8,0.25,0.05,MEDIUM
98,98,2025-05-01,2025-07-01,1,0,4,0.0,0.6,HIGH
101,101,2025-05-01,2025-07-01,2,2,0,0.0,0.675,HIGH
120,120,2025-05-01,2025-07-01,0,1,1,0.25,0.05,MEDIUM
193,193,2025-05-01,2025-07-01,0,4,1,0.0,0.225,MEDIUM
359,359,2025-05-01,2025-07-01,0,0,3,0.166667,0.033333,MEDIUM
361,361,2025-05-01,2025-07-01,1,1,0,0.142857,0.628571,HIGH
118,118,2025-05-01,2025-07-01,1,1,1,0.0,0.6,HIGH
119,119,2025-05-01,2025-07-01,1,0,1,0.0,0.6,HIGH
368,368,2025-05-01,2025-07-01,0,0,0,0.2,0.04,MEDIUM
207,207,2025-05-01,2025-07-01,0,1,6,0.125,0.025,MEDIUM
208,208,2025-05-01,2025-07-01,0,0,4,0.25,0.05,MEDIUM
128,128,2025-05-01,2025-07-01,1,1,1,0.0,0.6,HIGH
210,210,2025-05-01,2025-07-01,0,0,6,0.125,0.025,MEDIUM
240,240,2025-05-01,2025-07-01,0,0,7,0.125,0.025,MEDIUM
135,135,2025-05-01,2025-07-01,1,1,0,0.0,0.6,HIGH
138,138,2025-05-01,2025-07-01,1,3,2,0.25,0.6875,HIGH
252,252,2025-05-01,2025-07-01,0,4,1,0.0,0.225,MEDIUM
146,146,2025-05-01,2025-07-01,1,0,0,0.0,0.6,HIGH
266,266,2025-05-01,2025-07-01,0,0,0,0.25,0.05,MEDIUM
151,151,2025-05-01,2025-07-01,1,0,0,0.0,0.6,HIGH
271,271,2025-05-01,2025-07-01,0,0,0,0.25,0.05,MEDIUM
155,155,2025-05-01,2025-07-01,3,2,0,0.0,0.675,HIGH
273,273,2025-05-01,2025-07-01,0,0,4,0.25,0.05,MEDIUM
300,300,2025-05-01,2025-07-01,0,2,0,0.0,0.075,MEDIUM
176,176,2025-05-01,2025-07-01,2,1,1,0.0,0.6,HIGH
177,177,2025-05-01,2025-07-01,1,0,4,0.0,0.6,HIGH
185,185,2025-05-01,2025-07-01,1,1,0,0.0,0.6,HIGH
192,192,2025-05-01,2025-07-01,1,1,1,0.0,0.6,HIGH
371,371,2025-05-01,2025-07-01,0,1,2,0.111111,0.022222,MEDIUM
199,199,2025-05-01,2025-07-01,1,1,1,0.0,0.6,HIGH
202,202,2025-05-01,2025-07-01,2,2,1,0.0,0.675,HIGH
